날짜,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2021-07-02,0.7837823442778004,-0.0393915848962957,-0.0174802914046827,1.0808408895585913,0.3388069838837048,-1.1231407196495715,0.535854579006087,0.0010516862023879,down,75.16,1132.41,15.07,5.8,0.49,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-06,0.6542577252249296,-0.7408285125305191,-0.0165283747345965,0.5550001240487645,0.0689371290091303,-1.1436687373489411,0.5918217205273375,0.3419576958802046,down,73.37,1129.44,16.44,5.75,0.48,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-07,0.6001871910150989,-1.2372158129427857,-0.0169539003983767,0.3277299626843483,-0.095983337858665,-1.1207256587437633,0.2566477156865908,0.3082046256150743,down,72.2,1135.48,16.2,5.66,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-08,0.4949820792041159,-1.9008658731927053,-0.0154818968058923,-0.1346088459736554,-0.1752308349250083,-1.0470663011166133,-0.1030512163376251,0.277826862376457,down,72.94,1140.52,19.0,5.63,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-09,0.3849326389888133,-1.527772866982008,-0.0187095877667146,-0.6637918197388406,-0.2266346168058797,-0.9589165780546144,-0.7501319874091611,-0.0563285332483336,down,74.56,1146.28,16.18,5.48,0.46,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-12,0.5468995785675824,0.4071096409407339,-0.020534620058039,0.0258171502835793,-0.095983337858665,-1.0096328570765862,0.0503867896307465,-0.2588469548391158,down,74.1,1144.31,16.17,5.59,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-13,0.6269043961540741,0.6502111968072348,-0.0173762740202031,0.4168555161605904,-0.0692105347957112,-0.981859656659792,0.4987527660875056,-0.4309876131912806,down,75.25,1141.1,17.12,5.66,0.48,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-14,0.5467527856304095,-0.9293082042709244,-0.0176063730828398,0.0514407469079993,-0.1398907348819093,-0.9214831340145871,0.0717674953804375,-0.3769827007670719,down,73.13,1148.7,16.33,5.6,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-15,0.6238705792183672,1.088124895448502,-0.0180224426207583,0.4268821409266672,-0.1388198227593912,-0.8248806977822593,-0.0948762406098023,-0.295975332130759,down,71.65,1143.41,17.01,5.64,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-16,0.6981502814179357,0.966335327123179,-0.0168341228041275,0.8090079514560535,-0.1955781652528533,-0.6884297566040962,0.1748979584083596,-0.2082173494414201,down,71.81,1140.12,18.45,5.67,0.48,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-19,0.6312104707400638,-0.8985706094782308,-0.0152486457013017,0.5382890827719694,-0.2983857290145959,-0.5423185718027005,-0.2778699280556883,-0.1913408143088553,down,66.42,1141.5,22.5,5.57,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-20,0.5722956081259133,0.5285480840629274,-0.0182210212638558,0.2965360189676636,-0.291960256279487,-0.4469236660232764,-0.7400704788210709,-0.2318444986270114,down,67.42,1150.07,19.73,5.51,0.46,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-21,0.4905292165742144,-1.0620566777857987,-0.0193998849546249,-0.045483292497414,-0.2020036379879621,-0.5435261022556044,-0.5665094556765192,-0.0293260770362293,down,70.3,1147.48,17.91,5.51,0.46,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-22,0.5582519490144007,0.8869449754631917,-0.0183061263966119,0.2441747563003716,-0.0842033045109654,-0.6147703989769461,-0.3376101352974726,-0.1103334456725423,down,71.91,1148.69,17.69,5.64,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-23,0.6559214388631086,1.7090698679528753,-0.0176599577960566,0.6942588013553922,-0.1131179318189555,-0.6051101553537136,-0.2162431879536374,-0.0563285332483336,down,72.07,1149.91,17.2,5.66,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-26,0.3917832093023243,-1.122097506092548,-0.0171556310834281,-0.4911110598786226,-0.165592625822345,-0.5531863458788374,-0.4885327641188219,-0.0360766910892553,down,71.91,1151.12,17.58,5.58,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-27,0.4631758875033588,-0.5428874614657363,-0.0179909222012191,-0.1646887202718873,-0.1216852287991007,-0.5145453713859062,-0.467152058369131,-0.002323620824125,down,71.65,1151.76,19.36,5.59,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-28,0.5349110939754058,1.2317978299899122,-0.019787586114958,0.1784446606116438,-0.0852742166334835,-0.5471486936143168,-0.0659494034190436,0.0820590548387008,down,72.39,1153.56,18.31,5.66,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-29,0.6186347899328904,-0.4710821695292092,-0.0164937022731032,0.6062473172976036,-0.1281107015342096,-0.5821670767485355,0.896182355317059,0.0854343618652138,down,73.62,1149.41,17.7,5.68,0.48,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-07-30,0.5291370459783379,-0.8200667536017184,-0.0169728126501003,0.2040682572360629,-0.2052163743555166,-0.5012625364039612,0.8364421480752746,0.0179282213349533,down,73.95,1142.12,18.24,5.58,0.47,3438646.3,0.5,102.26,148.79,132.41,105.5,102.1,3.3,60.6,0.1,0.7
2021-08-02,0.4314186235194854,-0.2473983316329142,-0.0175055077403141,-0.2671831067695647,-0.1677344500673813,-0.5483562240672206,0.3641800887218023,0.0854343618652138,down,71.26,1150.93,19.46,5.55,0.47,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-03,0.4958139384698359,1.0753171903939005,-0.0199609484224241,0.0302734279573913,-0.0799196560208928,-0.6703167998105347,-0.1307203649548728,0.1461898883424484,down,70.56,1149.56,18.04,5.59,0.47,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-04,0.5644174578926258,0.899051752316116,-0.0183502549839668,0.3611520452379394,-0.0145940165472854,-0.8442011850287248,-0.0684647805660661,0.0179282213349533,down,68.15,1148.58,17.97,5.67,0.48,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-05,0.4801065706134054,-1.212862995716098,-0.017729302719043,-0.0220878347099005,-0.0435086438552756,-0.945633743072669,-0.3715677267822762,0.0753084407856749,down,69.09,1144.06,17.28,5.63,0.47,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-06,0.5488568878666291,-0.7057360747280901,-0.0180697232500673,0.3032204354783819,-0.025303137772467,-1.006010265717874,-0.4809866326777546,0.2541997131908656,down,68.28,1143.12,16.15,5.63,0.47,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-09,0.6232833878966315,0.0732894318171859,-0.0175874608311163,0.6719774129863323,-0.0060267195671402,-1.070009379721791,0.1648364498202698,0.3419576958802046,down,66.48,1144.92,16.72,5.66,0.48,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-10,0.5409787376333416,-0.4385666513953844,-0.0188892541580885,0.3321862403581602,-0.0306576983850577,-1.10502776285601,-0.1734817764542551,0.5512267315240131,down,68.29,1145.89,16.79,5.63,0.47,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
2021-08-11,0.6079185483112135,1.0413156528886076,-0.018693827556945,0.6552663717095372,-0.0188776650373581,-1.1424612068960371,-0.0175283933388605,0.6119822580012477,down,69.25,1152.48,16.17,5.71,0.48,3483186.2,0.75,102.75,143.21,127.68,106.2,101.9,3.2,60.7,0.1,0.7
