날짜,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,레이블,WTI,환율,VIX,PER,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률
2020-11-11,-0.1446875716669027,2.681208727142599,-0.0450643849099351,-1.924133921160024,-1.7188740728789853,1.69039883373426,-0.7218582778857752,-0.5581249922845426,up,41.45,1116.08,23.45,8.08,0.69,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-12,-0.1973613523639813,-1.1822051721556144,-0.0449190507083736,-2.431456821264522,-1.7909538849966118,1.6652034614511138,-1.2055513643726452,-0.517042717078896,up,41.12,1111.45,25.35,7.96,0.68,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-13,-0.228971321407845,0.5492991588567877,-0.0452983976073647,-2.747478664767694,-1.8004380708015626,1.6626839242227995,-1.443154985804792,-0.3835253226605443,up,40.13,1114.91,23.1,7.93,0.68,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-16,-0.2007247214777558,2.1260507687980787,-0.0454363419342705,-2.669645391738723,-1.7719855133867102,1.5757598898459455,-1.5127389035099208,-0.4143370290647795,up,41.34,1107.76,22.45,8.14,0.7,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-17,-0.1598227326788879,-1.21266479342083,-0.0450175823704492,-2.5533643573339946,-1.811819093767504,1.5140312277522374,-1.56025962779635,-0.3886606070612505,up,41.43,1106.09,22.71,8.15,0.7,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-18,-0.119975359619085,0.8701941375167798,-0.0449806329971709,-2.4342700720968944,-1.8478589998263169,1.5354472941929118,-0.9521075015116888,-0.2808196346464283,up,41.82,1104.95,23.84,8.2,0.7,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-19,-0.147224350066275,-0.6234017062929248,-0.0450840912423502,-2.6837116459005848,-1.8895894173681007,1.5127714591380803,-1.5234876387651846,-0.1216258182245476,up,41.74,1105.9,23.11,8.12,0.7,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-20,-0.1081180583366257,1.1064623075073006,-0.0450914811170059,-2.58149686565772,-1.8744147200801795,1.448523259816057,-1.679627161420595,0.0529738513994501,up,42.15,1114.14,23.7,8.19,0.7,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-23,-0.0835198588011394,1.107480686860856,-0.045313177356676,-2.516792096513153,-1.8630336971142385,1.3981325152497648,-1.726582162798853,0.2378440898248598,up,43.06,1113.83,22.66,8.23,0.71,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-24,-0.0528219898559263,2.1355144302132465,-0.0452786912749495,-2.4361455726518093,-1.8440653255043369,1.343962464841001,-1.231574618148547,0.2891969338319178,up,44.91,1113.08,21.64,8.37,0.72,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-25,-0.0161099608852352,-0.7211698193326981,-0.0449683165394114,-2.338619543796231,-1.8592400227922576,1.3376636217702145,-1.014902744318756,0.4175790438495633,up,45.71,1109.71,21.25,8.43,0.72,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-27,0.0757271177976582,1.0322580706578155,-0.044978169705619,-2.0798004672179657,-1.8895894173681007,1.322546398400326,-0.8400943656936766,0.6075845666756783,up,45.53,1105.56,20.84,8.54,0.73,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-11-30,0.0510149057498405,-2.405630726241589,-0.044776179798364,-2.255159769102515,-1.923732486265924,1.2973510261171806,-1.3854512491712707,0.6897491170869715,up,45.34,1104.33,20.57,8.31,0.71,3183377.6,0.5,100.09,111.52,110.69,87.2,100.2,4.2,60.1,1.3,1.0
2020-12-01,0.0906627569130636,0.6623816892157283,-0.0451727697382183,-2.1548204894145644,-1.826993791055425,1.269636116605719,-1.3599937183035409,0.7513725298954418,up,44.55,1108.51,20.77,8.4,0.72,3206676.2,0.5,100.33,123.99,120.21,90.4,100.5,4.3,59.7,1.3,1.0
2020-12-02,0.1134652593793314,1.2002771675195905,-0.0452392786101193,-2.097617722489658,-1.7207709100399753,1.10082712230864,-0.8395286427855049,0.9311074839201452,up,45.28,1106.28,21.17,8.48,0.73,3206676.2,0.5,100.33,123.99,120.21,90.4,100.5,4.3,59.7,1.3,1.0
