Date,forward_stage,WTI,USDKRW,VIX,M2,1,2,3,4,5,6,7,8
2011-02-10,up,87,1104,16,1675055,3,102,89,85,111,101,4,59
2011-02-11,up,86,1123,16,1675055,3,102,89,85,111,101,4,59
2011-02-14,up,85,1126,16,1675055,3,102,89,85,111,101,4,59
2011-02-15,up,84,1125,16,1675055,3,102,89,85,111,101,4,59
2011-02-16,up,85,1121,17,1675055,3,102,89,85,111,101,4,59
2011-02-17,up,86,1115,17,1675055,3,102,89,85,111,101,4,59
2011-02-18,up,86,1113,16,1675055,3,102,89,85,111,101,4,59
2011-02-22,up,94,1117,21,1675055,3,102,89,85,111,101,4,59
2011-02-23,up,98,1127,22,1675055,3,102,89,85,111,101,4,59
2011-02-24,up,97,1126,21,1675055,3,102,89,85,111,101,4,59
2011-02-25,up,98,1130,19,1675055,3,102,89,85,111,101,4,59
2011-02-28,up,97,1127,18,1675055,3,102,89,85,111,101,4,59
2011-03-01,up,100,1121,21,1679087,3,126,89,106,110,101,4,59
2011-03-02,up,102,1126,21,1679087,3,126,89,106,110,101,4,59
2011-03-03,up,102,1123,19,1679087,3,126,89,106,110,101,4,59
2011-03-04,up,104,1116,19,1679087,3,126,89,106,110,101,4,59
2011-03-07,up,105,1116,21,1679087,3,126,89,106,110,101,4,59
2011-03-08,up,105,1118,20,1679087,3,126,89,106,110,101,4,59
2011-03-09,up,104,1115,20,1679087,3,126,89,106,110,101,4,59
2011-03-10,up,103,1116,22,1679087,3,126,89,106,110,101,4,59
2011-03-11,up,101,1125,20,1679087,3,126,89,106,110,101,4,59
2011-03-14,up,101,1119,21,1679087,3,126,89,106,110,101,4,59
2011-03-15,up,97,1126,24,1679087,3,126,89,106,110,101,4,59
2011-03-16,up,98,1136,29,1679087,3,126,89,106,110,101,4,59
2011-03-17,up,101,1139,26,1679087,3,126,89,106,110,101,4,59
2011-03-18,up,101,1132,24,1679087,3,126,89,106,110,101,4,59
2011-03-21,up,102,1125,21,1679087,3,126,89,106,110,101,4,59
2011-03-22,neutral,104,1118,20,1679087,3,126,89,106,110,101,4,59
2011-03-23,neutral,106,1124,19,1679087,3,126,89,106,110,101,4,59
2011-03-24,down,106,1125,18,1679087,3,126,89,106,110,101,4,59
2011-03-25,down,105,1119,18,1679087,3,126,89,106,110,101,4,59
2011-03-28,neutral,104,1113,19,1679087,3,126,89,106,110,101,4,59
2011-03-29,down,105,1113,18,1679087,3,126,89,106,110,101,4,59
2011-03-30,down,104,1110,18,1679087,3,126,89,106,110,101,4,59
2011-03-31,down,107,1098,18,1679087,3,126,89,106,110,101,4,59
2011-04-01,down,108,1099,17,1686110,3,123,89,105,110,101,4,59
2011-04-04,down,108,1085,18,1686110,3,123,89,105,110,101,4,59
2011-04-05,down,108,1087,17,1686110,3,123,89,105,110,101,4,59
2011-04-06,down,109,1087,17,1686110,3,123,89,105,110,101,4,59
2011-04-07,neutral,110,1083,17,1686110,3,123,89,105,110,101,4,59
2011-04-08,neutral,113,1088,18,1686110,3,123,89,105,110,101,4,59
2011-04-11,neutral,110,1080,17,1686110,3,123,89,105,110,101,4,59
2011-04-12,up,106,1087,17,1686110,3,123,89,105,110,101,4,59
2011-04-13,neutral,107,1090,17,1686110,3,123,89,105,110,101,4,59
2011-04-14,down,108,1088,16,1686110,3,123,89,105,110,101,4,59
2011-04-15,down,110,1088,15,1686110,3,123,89,105,110,101,4,59
2011-04-18,down,107,1089,17,1686110,3,123,89,105,110,101,4,59
2011-04-19,neutral,108,1090,16,1686110,3,123,89,105,110,101,4,59
2011-04-20,down,111,1084,15,1686110,3,123,89,105,110,101,4,59
2011-04-21,down,112,1077,15,1686110,3,123,89,105,110,101,4,59
2011-04-25,down,112,1081,16,1686110,3,123,89,105,110,101,4,59
2011-04-26,down,112,1079,16,1686110,3,123,89,105,110,101,4,59
2011-04-27,down,113,1078,15,1686110,3,123,89,105,110,101,4,59
2011-04-28,down,113,1070,15,1686110,3,123,89,105,110,101,4,59
2011-04-29,down,114,1069,15,1686110,3,123,89,105,110,101,4,59
2011-05-02,down,114,1070,16,1694222,3,125,90,105,109,101,3,60
2011-05-03,down,111,1068,17,1694222,3,125,90,105,109,101,3,60
2011-05-04,down,109,1074,17,1694222,3,125,90,105,109,101,3,60
2011-05-05,down,100,1078,18,1694222,3,125,90,105,109,101,3,60
2011-05-06,down,97,1084,18,1694222,3,125,90,105,109,101,3,60
2011-05-09,down,103,1096,17,1694222,3,125,90,105,109,101,3,60
2011-05-10,down,104,1075,16,1694222,3,125,90,105,109,101,3,60
2011-05-11,down,98,1078,17,1694222,3,125,90,105,109,101,3,60
2011-05-12,down,99,1080,16,1694222,3,125,90,105,109,101,3,60
2011-05-13,down,100,1087,17,1694222,3,125,90,105,109,101,3,60
2011-05-16,down,97,1091,18,1694222,3,125,90,105,109,101,3,60
2011-05-17,down,97,1096,18,1694222,3,125,90,105,109,101,3,60
2011-05-18,down,100,1063,16,1694222,3,125,90,105,109,101,3,60
2011-05-19,down,98,1088,16,1694222,3,125,90,105,109,101,3,60
2011-05-20,down,99,1081,17,1694222,3,125,90,105,109,101,3,60
2011-05-23,down,98,1087,18,1694222,3,125,90,105,109,101,3,60
2011-05-24,down,100,1095,18,1694222,3,125,90,105,109,101,3,60
2011-05-25,down,101,1093,17,1694222,3,125,90,105,109,101,3,60
2011-05-26,down,100,1102,16,1694222,3,125,90,105,109,101,3,60
2011-05-27,down,101,1085,16,1694222,3,125,90,105,109,101,3,60
2011-05-31,down,103,1075,15,1694222,3,125,90,105,109,101,3,60
2011-06-01,down,100,1073,18,1697684,3,124,90,106,108,101,3,60
2011-06-02,down,100,1083,18,1697684,3,124,90,106,108,101,3,60
2011-06-03,down,100,1077,18,1697684,3,124,90,106,108,101,3,60
2011-06-06,down,99,1073,18,1697684,3,124,90,106,108,101,3,60
2011-06-07,down,99,1081,18,1697684,3,124,90,106,108,101,3,60
2011-06-08,down,101,1080,19,1697684,3,124,90,106,108,101,3,60
2011-06-09,down,102,1078,18,1697684,3,124,90,106,108,101,3,60
2011-06-10,down,99,1084,19,1697684,3,124,90,106,108,101,3,60
2011-06-13,down,97,1071,20,1697684,3,124,90,106,108,101,3,60
2011-06-14,down,99,1081,18,1697684,3,124,90,106,108,101,3,60
2011-06-15,down,95,1083,21,1697684,3,124,90,106,108,101,3,60
2011-06-16,down,95,1084,23,1697684,3,124,90,106,108,101,3,60
2011-06-17,down,93,1088,22,1697684,3,124,90,106,108,101,3,60
2011-06-20,down,93,1088,20,1697684,3,124,90,106,108,101,3,60
2011-06-21,down,93,1082,19,1697684,3,124,90,106,108,101,3,60
2011-06-22,down,95,1079,19,1697684,3,124,90,106,108,101,3,60
2011-06-23,down,91,1080,19,1697684,3,124,90,106,108,101,3,60
2011-06-24,down,91,1075,21,1697684,3,124,90,106,108,101,3,60
2011-06-27,down,91,1079,21,1697684,3,124,90,106,108,101,3,60
2011-06-28,down,93,1082,19,1697684,3,124,90,106,108,101,3,60
2011-06-29,down,95,1081,17,1697684,3,124,90,106,108,101,3,60
2011-06-30,down,95,1069,17,1697684,3,124,90,106,108,101,3,60
2011-07-01,down,95,1068,16,1705386,3,122,90,108,108,101,3,59
2011-07-05,down,97,1060,16,1705386,3,122,90,108,108,101,3,59
2011-07-06,down,97,1068,16,1705386,3,122,90,108,108,101,3,59
2011-07-07,down,99,1066,16,1705386,3,122,90,108,108,101,3,59
2011-07-08,down,96,1062,16,1705386,3,122,90,108,108,101,3,59
2011-07-11,down,95,1060,18,1705386,3,122,90,108,108,101,3,59
2011-07-12,down,97,1056,20,1705386,3,122,90,108,108,101,3,59
2011-07-13,down,98,1068,20,1705386,3,122,90,108,108,101,3,59
2011-07-14,down,96,1050,21,1705386,3,122,90,108,108,101,3,59
2011-07-15,down,97,1057,20,1705386,3,122,90,108,108,101,3,59
2011-07-18,down,96,1059,21,1705386,3,122,90,108,108,101,3,59
2011-07-19,down,98,1056,19,1705386,3,122,90,108,108,101,3,59
2011-07-20,down,98,1058,19,1705386,3,122,90,108,108,101,3,59
2011-07-21,down,99,1048,18,1705386,3,122,90,108,108,101,3,59
2011-07-22,down,100,1050,18,1705386,3,122,90,108,108,101,3,59
2011-07-25,down,99,1032,19,1705386,3,122,90,108,108,101,3,59
2011-07-26,down,100,1052,20,1705386,3,122,90,108,108,101,3,59
2011-07-27,down,97,1048,23,1705386,3,122,90,108,108,101,3,59
2011-07-28,down,97,1052,24,1705386,3,122,90,108,108,101,3,59
2011-07-29,down,96,1049,25,1705386,3,122,90,108,108,101,3,59
2011-08-01,down,95,1055,24,1719535,3,124,91,103,107,100,3,60
2011-08-02,down,94,1047,25,1719535,3,124,91,103,107,100,3,60
2011-08-03,down,92,1056,23,1719535,3,124,91,103,107,100,3,60
2011-08-04,down,87,1057,32,1719535,3,124,91,103,107,100,3,60
2011-08-05,down,87,1067,32,1719535,3,124,91,103,107,100,3,60
2011-08-08,neutral,81,1057,48,1719535,3,124,91,103,107,100,3,60
2011-08-09,up,79,1088,35,1719535,3,124,91,103,107,100,3,60
2011-08-10,neutral,83,1077,43,1719535,3,124,91,103,107,100,3,60
2011-08-11,up,86,1084,39,1719535,3,124,91,103,107,100,3,60
2011-08-12,up,85,1078,36,1719535,3,124,91,103,107,100,3,60
2011-08-15,up,88,1055,32,1719535,3,124,91,103,107,100,3,60
2011-08-16,neutral,87,1048,33,1719535,3,124,91,103,107,100,3,60
2011-08-17,down,88,1069,32,1719535,3,124,91,103,107,100,3,60
2011-08-18,neutral,82,1068,43,1719535,3,124,91,103,107,100,3,60
2011-08-19,up,82,1076,43,1719535,3,124,91,103,107,100,3,60
2011-08-22,up,84,1089,42,1719535,3,124,91,103,107,100,3,60
2011-08-23,up,85,1085,36,1719535,3,124,91,103,107,100,3,60
2011-08-24,up,85,1076,36,1719535,3,124,91,103,107,100,3,60
2011-08-25,up,85,1083,40,1719535,3,124,91,103,107,100,3,60
2011-08-26,neutral,85,1088,36,1719535,3,124,91,103,107,100,3,60
2011-08-29,down,87,1077,32,1719535,3,124,91,103,107,100,3,60
2011-08-30,down,89,1072,33,1719535,3,124,91,103,107,100,3,60
2011-08-31,down,89,1072,32,1719535,3,124,91,103,107,100,3,60
2011-09-01,down,89,1066,32,1729897,3,126,91,108,106,100,3,59
2011-09-02,down,86,1063,34,1729897,3,126,91,108,106,100,3,59
2011-09-06,up,86,1072,37,1729897,3,126,91,108,106,100,3,59
2011-09-07,up,89,1076,33,1729897,3,126,91,108,106,100,3,59
2011-09-08,neutral,89,1068,34,1729897,3,126,91,108,106,100,3,59
2011-09-09,up,87,1079,39,1729897,3,126,91,108,106,100,3,59
2011-09-12,up,88,1081,39,1729897,3,126,91,108,106,100,3,59
2011-09-13,up,90,1074,37,1729897,3,126,91,108,106,100,3,59
2011-09-14,up,89,1076,35,1729897,3,126,91,108,106,100,3,59
2011-09-15,up,89,1104,32,1729897,3,126,91,108,106,100,3,59
2011-09-16,neutral,88,1112,31,1729897,3,126,91,108,106,100,3,59
2011-09-19,neutral,86,1118,33,1729897,3,126,91,108,106,100,3,59
2011-09-20,neutral,87,1142,33,1729897,3,126,91,108,106,100,3,59
2011-09-21,down,86,1140,37,1729897,3,126,91,108,106,100,3,59
2011-09-22,neutral,81,1164,41,1729897,3,126,91,108,106,100,3,59
2011-09-23,up,80,1176,41,1729897,3,126,91,108,106,100,3,59
2011-09-26,up,80,1162,39,1729897,3,126,91,108,106,100,3,59
2011-09-27,up,84,1181,38,1729897,3,126,91,108,106,100,3,59
2011-09-28,up,81,1167,41,1729897,3,126,91,108,106,100,3,59
2011-09-29,up,82,1180,39,1729897,3,126,91,108,106,100,3,59
2011-09-30,up,79,1177,43,1729897,3,126,91,108,106,100,3,59
2011-10-03,neutral,78,1188,45,1741704,3,119,90,105,105,100,3,60
2011-10-04,neutral,76,1187,41,1741704,3,119,90,105,105,100,3,60
2011-10-05,up,80,1153,38,1741704,3,119,90,105,105,100,3,60
2011-10-06,up,83,1185,36,1741704,3,119,90,105,105,100,3,60
2011-10-07,up,83,1180,36,1741704,3,119,90,105,105,100,3,60
2011-10-10,up,85,1164,33,1741704,3,119,90,105,105,100,3,60
2011-10-11,neutral,86,1171,33,1741704,3,119,90,105,105,100,3,60
2011-10-12,neutral,86,1172,31,1741704,3,119,90,105,105,100,3,60
2011-10-13,neutral,84,1165,31,1741704,3,119,90,105,105,100,3,60
2011-10-14,neutral,87,1157,28,1741704,3,119,90,105,105,100,3,60
2011-10-17,down,86,1154,33,1741704,3,119,90,105,105,100,3,60
2011-10-18,neutral,88,1150,32,1741704,3,119,90,105,105,100,3,60
2011-10-19,neutral,86,1148,34,1741704,3,119,90,105,105,100,3,60
2011-10-20,up,85,1134,35,1741704,3,119,90,105,105,100,3,60
2011-10-21,up,87,1137,31,1741704,3,119,90,105,105,100,3,60
2011-10-24,neutral,91,1148,29,1741704,3,119,90,105,105,100,3,60
2011-10-25,neutral,93,1133,32,1741704,3,119,90,105,105,100,3,60
2011-10-26,neutral,90,1131,30,1741704,3,119,90,105,105,100,3,60
2011-10-27,neutral,94,1131,25,1741704,3,119,90,105,105,100,3,60
2011-10-28,neutral,93,1106,25,1741704,3,119,90,105,105,100,3,60
2011-10-31,neutral,93,1104,30,1741704,3,119,90,105,105,100,3,60
2011-11-01,neutral,92,1117,35,1751343,3,118,91,105,105,100,3,59
2011-11-02,neutral,93,1124,33,1751343,3,118,91,105,105,100,3,59
2011-11-03,up,94,1125,31,1751343,3,118,91,105,105,100,3,59
2011-11-04,neutral,94,1124,30,1751343,3,118,91,105,105,100,3,59
2011-11-07,neutral,96,1106,30,1751343,3,118,91,105,105,100,3,59
2011-11-08,neutral,97,1116,27,1751343,3,118,91,105,105,100,3,59
2011-11-09,neutral,96,1114,36,1751343,3,118,91,105,105,100,3,59
2011-11-10,up,98,1124,33,1751343,3,118,91,105,105,100,3,59
2011-11-11,up,99,1130,30,1751343,3,118,91,105,105,100,3,59
2011-11-14,up,98,1125,31,1751343,3,118,91,105,105,100,3,59
2011-11-15,up,99,1126,31,1751343,3,118,91,105,105,100,3,59
2011-11-16,up,103,1130,34,1751343,3,118,91,105,105,100,3,59
2011-11-17,up,99,1139,35,1751343,3,118,91,105,105,100,3,59
2011-11-18,up,97,1137,32,1751343,3,118,91,105,105,100,3,59
2011-11-21,up,97,1137,33,1751343,3,118,91,105,105,100,3,59
2011-11-22,up,98,1146,32,1751343,3,118,91,105,105,100,3,59
2011-11-23,up,96,1145,34,1751343,3,118,91,105,105,100,3,59
2011-11-25,up,97,1155,34,1751343,3,118,91,105,105,100,3,59
2011-11-28,up,98,1156,32,1751343,3,118,91,105,105,100,3,59
2011-11-29,up,100,1128,31,1751343,3,118,91,105,105,100,3,59
2011-11-30,up,100,1140,28,1751343,3,118,91,105,105,100,3,59
2011-12-01,up,100,1140,27,1753606,3,126,91,107,104,100,3,59
2011-12-02,up,101,1127,28,1753606,3,126,91,107,104,100,3,59
2011-12-05,up,101,1125,28,1753606,3,126,91,107,104,100,3,59
2011-12-06,up,101,1131,28,1753606,3,126,91,107,104,100,3,59
2011-12-07,up,100,1127,29,1753606,3,126,91,107,104,100,3,59
2011-12-08,neutral,98,1127,31,1753606,3,126,91,107,104,100,3,59
2011-12-09,up,99,1131,26,1753606,3,126,91,107,104,100,3,59
2011-12-12,up,98,1146,26,1753606,3,126,91,107,104,100,3,59
2011-12-13,up,100,1135,25,1753606,3,126,91,107,104,100,3,59
2011-12-14,up,95,1163,26,1753606,3,126,91,107,104,100,3,59
2011-12-15,up,94,1157,25,1753606,3,126,91,107,104,100,3,59
2011-12-16,up,94,1155,24,1753606,3,126,91,107,104,100,3,59
2011-12-19,up,94,1157,25,1753606,3,126,91,107,104,100,3,59
2011-12-20,up,97,1176,23,1753606,3,126,91,107,104,100,3,59
2011-12-21,up,99,1156,21,1753606,3,126,91,107,104,100,3,59
2011-12-22,up,100,1150,21,1753606,3,126,91,107,104,100,3,59
2011-12-23,up,100,1152,21,1753606,3,126,91,107,104,100,3,59
2011-12-27,up,101,1148,22,1753606,3,126,91,107,104,100,3,59
2011-12-28,up,99,1156,24,1753606,3,126,91,107,104,100,3,59
2011-12-29,up,100,1156,23,1753606,3,126,91,107,104,100,3,59
2011-12-30,up,99,1155,23,1753606,3,126,91,107,104,100,3,59
2012-01-03,up,103,1153,23,1752796,3,121,91,93,104,100,3,59
2012-01-04,up,103,1145,22,1752796,3,121,91,93,104,100,3,59
2012-01-05,up,102,1147,21,1752796,3,121,91,93,104,100,3,59
2012-01-06,up,102,1153,21,1752796,3,121,91,93,104,100,3,59
2012-01-09,up,101,1164,21,1752796,3,121,91,93,104,100,3,59
2012-01-10,up,102,1156,21,1752796,3,121,91,93,104,100,3,59
2012-01-11,up,101,1156,21,1752796,3,121,91,93,104,100,3,59
2012-01-12,up,99,1156,20,1752796,3,121,91,93,104,100,3,59
2012-01-13,up,99,1151,21,1752796,3,121,91,93,104,100,3,59
2012-01-17,up,101,1152,22,1752796,3,121,91,93,104,100,3,59
2012-01-18,up,101,1142,21,1752796,3,121,91,93,104,100,3,59
2012-01-19,up,100,1135,20,1752796,3,121,91,93,104,100,3,59
2012-01-20,neutral,98,1130,18,1752796,3,121,91,93,104,100,3,59
2012-01-23,neutral,100,1138,19,1752796,3,121,91,93,104,100,3,59
2012-01-24,neutral,99,1126,19,1752796,3,121,91,93,104,100,3,59
2012-01-25,neutral,99,1127,18,1752796,3,121,91,93,104,100,3,59
2012-01-26,neutral,100,1118,19,1752796,3,121,91,93,104,100,3,59
2012-01-27,down,100,1125,19,1752796,3,121,91,93,104,100,3,59
2012-01-30,neutral,99,1119,19,1752796,3,121,91,93,104,100,3,59
2012-01-31,neutral,98,1126,19,1752796,3,121,91,93,104,100,3,59
2012-02-01,neutral,98,1123,19,1762587,3,124,92,104,103,100,3,59
2012-02-02,down,96,1125,18,1762587,3,124,92,104,103,100,3,59
2012-02-03,neutral,98,1118,17,1762587,3,124,92,104,103,100,3,59
2012-02-06,neutral,97,1114,18,1762587,3,124,92,104,103,100,3,59
2012-02-07,neutral,98,1119,18,1762587,3,124,92,104,103,100,3,59
2012-02-08,down,99,1116,18,1762587,3,124,92,104,103,100,3,59
2012-02-09,down,100,1117,19,1762587,3,124,92,104,103,100,3,59
2012-02-10,down,99,1118,21,1762587,3,124,92,104,103,100,3,59
2012-02-13,down,101,1119,19,1762587,3,124,92,104,103,100,3,59
2012-02-14,down,101,1120,20,1762587,3,124,92,104,103,100,3,59
2012-02-15,down,102,1126,21,1762587,3,124,92,104,103,100,3,59
2012-02-16,down,102,1124,19,1762587,3,124,92,104,103,100,3,59
2012-02-17,down,103,1126,18,1762587,3,124,92,104,103,100,3,59
2012-02-21,down,106,1121,18,1762587,3,124,92,104,103,100,3,59
2012-02-22,down,106,1123,18,1762587,3,124,92,104,103,100,3,59
2012-02-23,down,108,1127,17,1762587,3,124,92,104,103,100,3,59
2012-02-24,down,110,1126,17,1762587,3,124,92,104,103,100,3,59
2012-02-27,down,109,1122,18,1762587,3,124,92,104,103,100,3,59
2012-02-28,down,107,1125,18,1762587,3,124,92,104,103,100,3,59
2012-02-29,down,107,1125,18,1762587,3,124,92,104,103,100,3,59
2012-03-01,down,109,1119,17,1775796,3,125,92,107,102,100,3,60
2012-03-02,down,107,1114,17,1775796,3,125,92,107,102,100,3,60
2012-03-05,down,107,1096,18,1775796,3,125,92,107,102,100,3,60
2012-03-06,down,105,1118,21,1775796,3,125,92,107,102,100,3,60
2012-03-07,down,106,1123,19,1775796,3,125,92,107,102,100,3,60
2012-03-08,down,107,1122,18,1775796,3,125,92,107,102,100,3,60
2012-03-09,down,107,1115,17,1775796,3,125,92,107,102,100,3,60
2012-03-12,down,106,1116,16,1775796,3,125,92,107,102,100,3,60
2012-03-13,down,107,1123,15,1775796,3,125,92,107,102,100,3,60
2012-03-14,down,105,1122,15,1775796,3,125,92,107,102,100,3,60
2012-03-15,down,105,1132,15,1775796,3,125,92,107,102,100,3,60
2012-03-16,down,107,1123,14,1775796,3,125,92,107,102,100,3,60
2012-03-19,down,108,1125,15,1775796,3,125,92,107,102,100,3,60
2012-03-20,down,106,1119,16,1775796,3,125,92,107,102,100,3,60
2012-03-21,down,107,1127,15,1775796,3,125,92,107,102,100,3,60
2012-03-22,down,105,1129,16,1775796,3,125,92,107,102,100,3,60
2012-03-23,down,107,1132,15,1775796,3,125,92,107,102,100,3,60
2012-03-26,down,107,1108,14,1775796,3,125,92,107,102,100,3,60
2012-03-27,down,107,1132,16,1775796,3,125,92,107,102,100,3,60
2012-03-28,down,105,1135,15,1775796,3,125,92,107,102,100,3,60
2012-03-29,down,103,1136,15,1775796,3,125,92,107,102,100,3,60
2012-03-30,down,103,1138,16,1775796,3,125,92,107,102,100,3,60
2012-04-02,down,105,1130,16,1782186,3,122,92,103,102,101,3,60
2012-04-03,down,104,1125,16,1782186,3,122,92,103,102,101,3,60
2012-04-04,down,101,1125,16,1782186,3,122,92,103,102,101,3,60
2012-04-05,down,103,1130,17,1782186,3,122,92,103,102,101,3,60
2012-04-09,down,102,1128,19,1782186,3,122,92,103,102,101,3,60
2012-04-10,down,101,1125,20,1782186,3,122,92,103,102,101,3,60
2012-04-11,down,103,1138,20,1782186,3,122,92,103,102,101,3,60
2012-04-12,down,104,1143,17,1782186,3,122,92,103,102,101,3,60
2012-04-13,down,103,1134,20,1782186,3,122,92,103,102,101,3,60
2012-04-16,down,103,1120,20,1782186,3,122,92,103,102,101,3,60
2012-04-17,down,104,1135,18,1782186,3,122,92,103,102,101,3,60
2012-04-18,down,103,1133,19,1782186,3,122,92,103,102,101,3,60
2012-04-19,down,102,1140,18,1782186,3,122,92,103,102,101,3,60
2012-04-20,down,103,1140,17,1782186,3,122,92,103,102,101,3,60
2012-04-23,down,103,1139,19,1782186,3,122,92,103,102,101,3,60
2012-04-24,down,104,1141,18,1782186,3,122,92,103,102,101,3,60
2012-04-25,down,104,1138,17,1782186,3,122,92,103,102,101,3,60
2012-04-26,down,105,1137,16,1782186,3,122,92,103,102,101,3,60
2012-04-27,down,105,1132,16,1782186,3,122,92,103,102,101,3,60
2012-04-30,down,105,1132,17,1782186,3,122,92,103,102,101,3,60
2012-05-01,down,106,1129,17,1788987,3,124,92,106,101,100,3,60
2012-05-02,down,105,1129,17,1788987,3,124,92,106,101,100,3,60
2012-05-03,down,103,1129,18,1788987,3,124,92,106,101,100,3,60
2012-05-04,down,98,1130,19,1788987,3,124,92,106,101,100,3,60
2012-05-07,down,98,1120,19,1788987,3,124,92,106,101,100,3,60
2012-05-08,down,97,1138,19,1788987,3,124,92,106,101,100,3,60
2012-05-09,down,97,1137,20,1788987,3,124,92,106,101,100,3,60
2012-05-10,down,97,1143,19,1788987,3,124,92,106,101,100,3,60
2012-05-11,down,96,1142,20,1788987,3,124,92,106,101,100,3,60
2012-05-14,down,95,1148,22,1788987,3,124,92,106,101,100,3,60
2012-05-15,neutral,94,1153,22,1788987,3,124,92,106,101,100,3,60
2012-05-16,up,93,1155,22,1788987,3,124,92,106,101,100,3,60
2012-05-17,up,93,1165,24,1788987,3,124,92,106,101,100,3,60
2012-05-18,up,91,1165,25,1788987,3,124,92,106,101,100,3,60
2012-05-21,up,93,1169,22,1788987,3,124,92,106,101,100,3,60
2012-05-22,up,92,1166,22,1788987,3,124,92,106,101,100,3,60
2012-05-23,up,90,1166,22,1788987,3,124,92,106,101,100,3,60
2012-05-24,up,91,1180,22,1788987,3,124,92,106,101,100,3,60
2012-05-25,up,91,1176,22,1788987,3,124,92,106,101,100,3,60
2012-05-29,up,91,1184,21,1788987,3,124,92,106,101,100,3,60
2012-05-30,up,88,1175,24,1788987,3,124,92,106,101,100,3,60
2012-05-31,up,87,1180,24,1788987,3,124,92,106,101,100,3,60
2012-06-01,up,83,1179,27,1798260,3,116,92,106,99,100,3,60
2012-06-04,up,84,1185,26,1798260,3,116,92,106,99,100,3,60
2012-06-05,up,84,1178,25,1798260,3,116,92,106,99,100,3,60
2012-06-06,up,85,1177,22,1798260,3,116,92,106,99,100,3,60
2012-06-07,neutral,85,1173,22,1798260,3,116,92,106,99,100,3,60
2012-06-08,neutral,84,1164,21,1798260,3,116,92,106,99,100,3,60
2012-06-11,neutral,83,1134,24,1798260,3,116,92,106,99,100,3,60
2012-06-12,neutral,83,1170,22,1798260,3,116,92,106,99,100,3,60
2012-06-13,neutral,83,1168,24,1798260,3,116,92,106,99,100,3,60
2012-06-14,neutral,84,1165,22,1798260,3,116,92,106,99,100,3,60
2012-06-15,neutral,84,1163,21,1798260,3,116,92,106,99,100,3,60
2012-06-18,neutral,83,1131,18,1798260,3,116,92,106,99,100,3,60
2012-06-19,neutral,84,1156,18,1798260,3,116,92,106,99,100,3,60
2012-06-20,up,82,1152,17,1798260,3,116,92,106,99,100,3,60
2012-06-21,up,78,1151,20,1798260,3,116,92,106,99,100,3,60
2012-06-22,up,80,1153,18,1798260,3,116,92,106,99,100,3,60
2012-06-25,up,79,1161,20,1798260,3,116,92,106,99,100,3,60
2012-06-26,up,79,1161,20,1798260,3,116,92,106,99,100,3,60
2012-06-27,up,80,1157,19,1798260,3,116,92,106,99,100,3,60
2012-06-28,up,78,1154,20,1798260,3,116,92,106,99,100,3,60
2012-06-29,up,85,1157,17,1798260,3,116,92,106,99,100,3,60
2012-07-02,up,84,1115,17,1807382,3,116,91,105,98,100,3,60
2012-07-03,up,88,1143,17,1807382,3,116,91,105,98,100,3,60
2012-07-05,up,87,1136,18,1807382,3,116,91,105,98,100,3,60
2012-07-06,up,84,1133,17,1807382,3,116,91,105,98,100,3,60
2012-07-09,up,86,1126,18,1807382,3,116,91,105,98,100,3,60
2012-07-10,up,84,1142,19,1807382,3,116,91,105,98,100,3,60
2012-07-11,up,86,1139,18,1807382,3,116,91,105,98,100,3,60
2012-07-12,up,86,1140,18,1807382,3,116,91,105,98,100,3,60
2012-07-13,up,87,1153,17,1807382,3,116,91,105,98,100,3,60
2012-07-16,up,88,1120,17,1807382,3,116,91,105,98,100,3,60
2012-07-17,up,89,1145,16,1807382,3,116,91,105,98,100,3,60
2012-07-18,up,90,1144,16,1807382,3,116,91,105,98,100,3,60
2012-07-19,up,93,1141,15,1807382,3,116,91,105,98,100,3,60
2012-07-20,up,91,1137,16,1807382,3,116,91,105,98,100,3,60
2012-07-23,up,88,1145,19,1807382,3,116,91,105,98,100,3,60
2012-07-24,up,89,1149,20,1807382,3,116,91,105,98,100,3,60
2012-07-25,up,89,1148,19,1807382,3,116,91,105,98,100,3,60
2012-07-26,up,89,1148,18,1807382,3,116,91,105,98,100,3,60
2012-07-27,up,90,1146,17,1807382,3,116,91,105,98,100,3,60
2012-07-30,up,90,1115,18,1807382,3,116,91,105,98,100,3,60
2012-07-31,neutral,88,1137,19,1807382,3,116,91,105,98,100,3,60
2012-08-01,neutral,89,1129,19,1817205,3,114,92,100,97,100,3,60
2012-08-02,neutral,87,1126,18,1817205,3,114,92,100,97,100,3,60
2012-08-03,neutral,91,1131,16,1817205,3,114,92,100,97,100,3,60
2012-08-06,neutral,92,1098,16,1817205,3,114,92,100,97,100,3,60
2012-08-07,neutral,94,1127,16,1817205,3,114,92,100,97,100,3,60
2012-08-08,neutral,93,1128,15,1817205,3,114,92,100,97,100,3,60
2012-08-09,down,93,1129,15,1817205,3,114,92,100,97,100,3,60
2012-08-10,down,93,1126,15,1817205,3,114,92,100,97,100,3,60
2012-08-13,down,93,1106,14,1817205,3,114,92,100,97,100,3,60
2012-08-14,down,93,1128,15,1817205,3,114,92,100,97,100,3,60
2012-08-15,down,94,1129,15,1817205,3,114,92,100,97,100,3,60
2012-08-16,down,96,1130,14,1817205,3,114,92,100,97,100,3,60
2012-08-17,down,96,1133,13,1817205,3,114,92,100,97,100,3,60
