Date,forward_stage,WTI,USDKRW
181121,down,79.01,1181.23
191121,down,76.1,1182.9
221121,down,76.75,1191.63
231121,down,78.5,1189.5
241121,down,78.39,1189.95
251121,down,78.39,1187.88
261121,down,68.15,1190.22
291121,down,69.95,1194.61
301121,down,66.18,1190.74
011221,down,65.57,1182.86
021221,down,66.5,1177.11
031221,down,66.26,1176.77
061221,down,69.49,1183.14
071221,down,72.05,1180.56
081221,down,72.36,1176.84
091221,down,70.94,1172.56
101221,down,71.67,1177.33
131221,down,71.29,1178.97
141221,down,70.73,1185.1
151221,down,70.87,1184.23
161221,down,72.38,1184.4
171221,down,70.86,1186.15
201221,down,68.23,1186.39
211221,down,71.12,1190.12
221221,down,72.76,1191.27
231221,down,73.79,1187.77
241221,down,73.79,1185.5
271221,down,75.57,1185.92
281221,down,75.98,1185.65
291221,down,76.56,1187.85
301221,down,76.99,1183.67
311221,down,75.21,1189.89
030122,down,76.08,1187.78
040122,down,76.99,1194.68
050122,down,77.85,1196.5
060122,down,79.46,1199.25
070122,down,78.9,1205.78
100122,down,78.23,1196.88
110122,down,81.22,1198.09
120122,down,82.64,1189.43
130122,down,82.12,1185.88
140122,down,83.82,1186.61
170122,down,83.82,1188.96
180122,down,85.43,1190.06
190122,down,86.96,1192.98
200122,down,86.9,1188.16
210122,down,85.14,1192.43
240122,down,83.31,1191.5
250122,down,85.6,1195.66
260122,neutral,87.35,1196.1
270122,up,86.61,1200.63
280122,neutral,86.82,1203.46
310122,down,88.15,1207.71
010222,neutral,88.2,1205.12
020222,down,88.26,1202.5
030222,down,90.27,1199.96
040222,down,92.31,1200.33
070222,down,91.32,1197.09
080222,down,89.36,1196.85
090222,down,89.66,1196.36
100222,down,89.88,1194.03
110222,down,93.1,1199.35
140222,down,95.46,1199.24
150222,down,92.07,1197.36
160222,down,93.66,1196.83
170222,down,91.76,1196.75
180222,down,91.07,1198.66
210222,down,91.07,1195.07
220222,down,92.35,1194.68
230222,down,92.1,1192.68
240222,down,92.81,1192.4
250222,down,91.59,1206.0
280222,down,95.72,1197.59
010322,down,103.41,1200.93
020322,down,110.6,1205.37
030322,down,107.67,1203.15
040322,down,115.68,1205.99
070322,neutral,119.4,1216.71
080322,neutral,123.7,1232.3
090322,neutral,108.7,1233.11
100322,down,106.02,1223.23
110322,neutral,109.33,1228.6
140322,neutral,103.01,1236.89
150322,neutral,96.44,1242.05
160322,down,95.04,1241.68
170322,down,102.98,1223.0
180322,down,104.7,1210.33
210322,down,112.12,1210.37
220322,down,111.76,1219.78
230322,down,114.93,1214.95
240322,down,112.34,1218.01
250322,down,113.9,1217.55
280322,down,105.96,1224.38
290322,down,104.24,1223.66
300322,down,107.82,1209.13
310322,down,100.28,1210.44
010422,down,99.27,1214.5
040422,down,103.28,1218.78
050422,down,101.96,1213.9
060422,down,96.23,1218.75
070422,down,96.03,1217.6
080422,down,98.26,1222.66
110422,down,94.29,1228.24
120422,down,100.6,1235.05
130422,down,104.25,1228.6
140422,down,106.95,1223.12
150422,down,106.95,1230.1
180422,down,108.21,1228.09
190422,down,102.56,1235.35
200422,down,102.75,1239.6
210422,down,103.79,1234.09
220422,down,102.07,1242.49
250422,down,98.54,1243.16
260422,down,101.7,1249.21
270422,down,102.02,1260.71
280422,down,105.36,1266.28
290422,down,104.69,1272.29
020522,down,105.17,1262.53
030522,down,102.41,1266.75
040522,down,107.81,1261.06
050522,down,108.26,1251.5
060522,down,109.77,1268.7
090522,down,103.09,1270.13
100522,down,99.76,1274.86
110522,down,105.71,1276.55
120522,down,106.13,1278.15
130522,down,110.49,1290.75
160522,down,114.2,1277.57
170522,down,112.4,1279.85
180522,down,109.59,1266.66
190522,down,112.21,1275.58
200522,down,113.23,1263.55
230522,down,110.29,1273.21
240522,down,109.77,1258.82
250522,down,110.33,1260.99
260522,down,114.09,1266.6
270522,down,115.07,1258.89
300522,down,115.07,1251.59
310522,down,114.67,1236.17
010622,down,115.26,1241.74
020622,down,116.87,1246.95
030622,down,118.87,1240.84
060622,down,118.5,1250.53
070622,down,119.41,1254.48
080622,down,122.11,1254.58
090622,down,121.51,1256.74
100622,down,120.67,1264.02
130622,down,120.93,1278.28
140622,down,118.93,1291.8
150622,down,115.31,1289.48
160622,down,117.59,1278.16
170622,down,109.56,1288.18
200622,down,109.56,1290.5
210622,neutral,110.65,1292.38
220622,neutral,106.19,1291.6
230622,neutral,104.27,1297.68
240622,neutral,107.62,1299.81
270622,down,109.57,1288.29
280622,down,111.76,1286.2
290622,down,109.78,1292.03
300622,down,105.76,1301.73
010722,down,108.43,1287.71
040722,down,108.43,1297.89
050722,down,99.5,1295.68
060722,down,98.53,1308.66
070722,down,102.73,1304.85
080722,down,104.79,1297.65
110722,down,104.09,1293.79
120722,down,95.84,1310.86
130722,down,96.3,1305.83
140722,down,95.78,1304.85
150722,down,97.59,1316.18
180722,down,102.6,1318.12
190722,down,104.22,1318.91
200722,down,102.26,1305.5
210722,down,96.35,1312.87
220722,down,94.7,1306.85
250722,down,96.7,1309.32
260722,down,94.98,1310.4
270722,down,97.26,1310.9
280722,down,96.42,1305.95
290722,down,98.62,1295.15
010822,down,93.89,1302.28
020822,down,94.42,1306.75
030822,down,90.66,1314.63
040822,down,88.54,1307.38
050822,down,89.01,1302.08
080822,down,90.76,1302.74
090822,down,90.5,1299.03
100822,down,91.93,1307.56
110822,down,94.34,1296.7
120822,down,92.09,1306.83
150822,down,89.41,1301.38
160822,down,86.53,1313.18
170822,down,88.11,1311.0
180822,down,90.5,1314.83
190822,down,90.77,1326.91
220822,neutral,90.23,1334.86
230822,neutral,93.74,1343.36
240822,neutral,94.89,1339.08
250822,down,92.52,1340.0
260822,down,93.06,1334.44
290822,down,97.01,1341.18
300822,down,91.64,1345.73
310822,down,89.55,1350.19
010922,neutral,86.61,1342.26
020922,neutral,86.87,1355.1
050922,neutral,86.87,1361.51
060922,neutral,86.88,1361.81
070922,up,81.94,1378.11
080922,up,83.54,1374.31
090922,neutral,86.79,1383.0
120922,neutral,87.78,1379.06
130922,down,87.31,1375.81
140922,down,88.48,1393.47
150922,down,85.1,1391.18
160922,neutral,85.11,1398.63
190922,neutral,85.73,1385.23
200922,neutral,84.45,1390.11
210922,neutral,82.94,1392.51
220922,neutral,83.49,1397.56
230922,neutral,78.74,1403.66
260922,up,76.71,1421.81
270922,up,78.5,1429.77
280922,up,82.15,1426.26
290922,up,81.23,1421.95
300922,up,79.49,1430.17
031022,up,83.63,1439.23
041022,up,86.52,1433.34
051022,neutral,87.76,1416.53
061022,down,88.45,1416.76
071022,neutral,92.64,1408.45
101022,down,91.13,1415.98
111022,neutral,89.35,1428.35
121022,neutral,87.27,1430.8
131022,up,89.11,1423.9
141022,neutral,85.61,1430.3
171022,up,85.46,1440.76
181022,up,82.82,1430.15
191022,up,85.55,1425.02
201022,up,85.98,1435.01
211022,up,85.05,1430.31
241022,up,84.58,1428.11
251022,up,85.32,1443.96
261022,up,87.91,1426.93
271022,up,89.08,1412.69
281022,up,87.9,1420.65
311022,up,86.53,1421.65
011122,neutral,88.37,1424.67
021122,neutral,90.0,1416.6
031122,up,88.17,1423.1
041122,up,92.61,1423.65
071122,neutral,91.79,1402.11
081122,neutral,88.91,1392.7
091122,neutral,85.83,1374.15
101122,neutral,86.47,1370.55
111122,down,88.96,1349.37
141122,down,85.87,1313.03
151122,down,86.92,1324.08
161122,neutral,85.59,1316.26
171122,neutral,81.64,1336.43
181122,neutral,80.08,1342.75
211122,neutral,79.73,1339.03
221122,neutral,80.95,1359.75
231122,neutral,77.94,1352.69
241122,neutral,77.94,1336.81
251122,neutral,76.28,1317.89
281122,neutral,77.24,1334.56
291122,neutral,78.2,1340.12
301122,down,80.55,1325.37
011222,down,81.22,1279.8
021222,down,79.98,1303.25
051222,down,76.93,1299.17
061222,neutral,74.25,1304.37
071222,neutral,72.01,1319.71
081222,neutral,71.46,1314.1
091222,neutral,71.02,1316.63
121222,neutral,73.17,1303.17
131222,neutral,75.39,1305.92
141222,neutral,77.28,1288.98
151222,neutral,76.11,1295.68
161222,neutral,74.29,1317.1
191222,neutral,75.19,1308.86
201222,neutral,76.09,1301.33
211222,neutral,78.29,1283.64
221222,neutral,77.49,1280.77
231222,neutral,79.56,1290.2
261222,neutral,79.56,1279.24
271222,neutral,79.53,1275.13
281222,up,78.96,1272.28
291222,up,78.4,1274.32
301222,up,80.26,1260.26
020123,up,80.26,1260.91
030123,up,76.93,1270.1
040123,up,72.84,1279.08
050123,up,73.67,1271.08
060123,up,73.77,1274.18
090123,up,74.63,1252.88
100123,up,75.12,1239.28
110123,up,77.41,1240.16
120123,neutral,78.39,1241.6
130123,up,79.86,1239.13
160123,up,79.86,1236.59
170123,up,80.18,1240.71
180123,up,79.48,1237.0
190123,up,80.33,1237.88
200123,up,81.31,1232.18
230123,up,81.62,1230.03
240123,up,80.13,1229.28
250123,up,80.15,1232.66
260123,neutral,81.01,1232.59
270123,neutral,79.68,1231.85
300123,neutral,77.9,1228.95
310123,neutral,78.87,1231.5
010223,neutral,76.41,1232.15
020223,neutral,75.88,1221.95
030223,neutral,73.39,1224.9
060223,neutral,74.11,1246.75
070223,neutral,77.14,1261.23
080223,neutral,78.47,1255.35
090223,neutral,78.06,1260.47
100223,neutral,79.72,1264.55
130223,neutral,80.14,1266.87
140223,neutral,79.06,1272.94
150223,neutral,78.59,1272.25
160223,neutral,78.49,1283.72
170223,neutral,76.34,1288.96
200223,neutral,76.34,1293.92
210223,neutral,76.16,1296.11
220223,neutral,73.95,1305.83
230223,neutral,75.39,1302.83
240223,up,76.32,1298.08
270223,up,75.68,1313.7
280223,up,77.05,1318.35
010323,up,77.69,1321.6
020323,up,78.16,1305.73
030323,up,79.68,1311.06
060323,neutral,80.46,1294.78
070323,up,77.58,1299.0
080323,up,76.66,1317.9
090323,up,75.72,1316.45
100323,up,76.68,1325.55
130323,up,74.8,1319.54
140323,up,71.33,1296.38
150323,up,67.61,1304.58
160323,up,68.35,1311.74
170323,up,66.74,1301.62
200323,up,67.64,1307.65
210323,up,69.33,1304.94
220323,up,70.9,1303.44
230323,up,69.96,1298.25
240323,up,69.26,1286.29
270323,up,72.81,1294.83
280323,up,73.2,1297.8
290323,up,72.97,1296.98
300323,up,74.37,1307.13
310323,neutral,75.67,1296.5
030423,up,80.42,1305.48
040423,up,80.71,1308.05
050423,neutral,80.61,1312.41
060423,neutral,80.7,1316.21
070423,neutral,80.7,1317.94
100423,neutral,79.74,1315.45
110423,neutral,81.53,1320.88
120423,neutral,83.26,1322.09
130423,down,82.16,1322.83
140423,down,82.52,1301.43
170423,down,80.83,1303.38
180423,down,80.86,1316.07
190423,down,79.16,1315.9
200423,neutral,77.29,1326.76
210423,neutral,77.87,1323.6
240423,neutral,78.76,1329.38
250423,up,77.07,1332.8
260423,up,74.3,1341.0
270423,up,74.76,1337.83
280423,up,76.78,1339.39
010523,up,75.66,1337.17
020523,up,71.66,1342.79
030523,neutral,68.6,1342.3
040523,up,68.56,1335.23
050523,up,71.34,1320.15
080523,up,73.16,1316.96
090523,up,73.71,1322.41
100523,up,72.56,1326.05
110523,up,70.87,1318.05
120523,up,70.04,1329.88
150523,up,71.11,1341.52
160523,neutral,70.86,1335.4
170523,up,72.83,1342.43
180523,neutral,71.86,1334.15
190523,neutral,71.55,1334.74
220523,neutral,71.99,1324.21
230523,neutral,72.91,1313.83
240523,down,74.34,1319.84
250523,down,71.83,1318.52
260523,down,72.67,1330.89
290523,down,72.67,1322.43
300523,down,69.46,1324.59
310523,down,68.09,1319.79
010623,down,70.1,1321.74
020623,down,71.74,1312.85
050623,down,72.15,1305.14
060623,down,71.74,1299.79
070623,down,72.53,1299.2
080623,down,71.29,1308.34
090623,down,70.17,1296.33
120623,down,67.12,1286.69
130623,down,69.42,1284.58
140623,down,68.27,1267.62
150623,down,70.62,1273.99
160623,down,71.78,1270.05
190623,down,71.78,1276.31
200623,down,70.5,1283.24
210623,down,72.53,1287.54
220623,down,69.51,1288.38
230623,neutral,69.16,1298.21
260623,down,69.37,1307.67
270623,down,67.7,1302.66
280623,down,69.56,1296.6
