Date,forward_stage,WTI,USDKRW
250614,up,106.5,1018.55
260614,neutral,105.84,1018.28
270614,neutral,105.74,1015.6
300614,neutral,105.37,1013.3
010714,neutral,105.34,1011.0
020714,neutral,104.48,1010.53
030714,neutral,104.06,1008.8
040714,neutral,104.06,1008.72
070714,neutral,103.53,1008.8
080714,neutral,103.4,1010.6
090714,down,102.29,1010.8
100714,down,102.93,1011.0
110714,down,100.83,1012.2
140714,down,100.91,1018.5
150714,down,99.96,1018.2
160714,down,101.2,1025.9
170714,down,103.19,1031.1
180714,down,103.13,1028.0
210714,down,104.59,1027.9
220714,down,104.42,1026.0
230714,down,103.12,1022.6
240714,down,102.07,1022.9
250714,down,102.09,1028.4
280714,down,101.67,1025.1
290714,down,100.97,1025.63
300714,down,100.27,1023.8
310714,down,98.17,1023.6
010814,down,97.88,1032.39
040814,down,98.29,1036.7
050814,down,97.38,1032.2
060814,down,96.92,1026.2
070814,down,97.34,1032.74
080814,down,97.65,1037.36
110814,down,98.08,1036.0
120814,down,97.37,1030.0
130814,down,97.59,1026.2
140814,down,95.58,1029.1
150814,down,97.35,1020.2
180814,down,96.41,1020.7
190814,down,94.48,1016.79
200814,down,96.07,1016.8
210814,down,93.96,1021.7
220814,down,93.65,1022.7
250814,down,93.35,1020.1
260814,down,93.86,1019.0
270814,down,93.88,1015.7
280814,down,94.55,1013.2
290814,down,95.96,1014.2
010914,down,95.96,1013.6
020914,down,92.88,1011.8
030914,down,95.54,1017.5
040914,down,94.45,1019.1
050914,down,93.29,1017.9
080914,down,92.66,1023.5
090914,down,92.75,1023.5
100914,down,91.67,1033.5
110914,down,92.83,1033.5
120914,down,92.27,1035.0
150914,down,92.92,1009.1
160914,down,94.88,1037.4
170914,down,94.42,1034.9
180914,down,93.07,1033.6
190914,down,92.41,1042.6
220914,down,91.52,1022.8
230914,down,91.56,1039.8
240914,down,92.8,1038.8
250914,down,92.53,1038.7
260914,down,93.54,1042.6
290914,down,94.57,1026.0
300914,down,91.16,1052.2
011014,down,90.73,1053.9
021014,down,91.01,1061.8
031014,down,89.74,1060.2
061014,down,90.34,1060.1
071014,down,88.85,1067.9
081014,down,87.31,1068.7
091014,down,85.77,1074.07
101014,down,85.82,1062.5
131014,down,85.74,1051.9
141014,down,81.84,1065.5
151014,down,81.78,1064.2
161014,down,82.7,1059.7
171014,neutral,82.75,1060.0
201014,down,82.71,1063.0
211014,neutral,82.81,1054.9
221014,down,80.52,1054.1
231014,down,82.09,1052.2
241014,down,81.01,1058.4
271014,down,81.0,1055.6
281014,down,81.42,1049.51
291014,down,82.2,1045.56
301014,down,81.12,1053.1
311014,down,80.54,1053.8
031114,down,78.78,1051.2
041114,neutral,77.19,1081.6
051114,neutral,78.68,1076.9
061114,neutral,77.91,1088.5
071114,neutral,78.65,1089.9
101114,down,77.4,1064.4
111114,down,77.94,1087.4
121114,down,77.18,1095.3
131114,down,74.21,1093.5
141114,neutral,75.82,1095.4
171114,neutral,75.64,1100.0
181114,down,74.61,1100.1
191114,down,74.58,1100.4
201114,down,75.58,1113.1
211114,down,76.51,1111.9
241114,down,75.78,1111.7
251114,down,74.09,1113.5
261114,down,73.69,1107.9
271114,down,73.69,1102.5
281114,down,66.15,1099.1
011214,neutral,69.0,1088.5
021214,neutral,66.88,1108.6
031214,neutral,67.38,1113.21
041214,neutral,66.81,1114.7
051214,down,65.84,1110.14
081214,neutral,63.05,1119.6
091214,neutral,63.82,1111.4
101214,neutral,60.94,1102.6
111214,up,59.95,1100.4
121214,up,57.81,1100.8
151214,neutral,55.91,1103.1
161214,up,55.93,1097.9
171214,up,56.47,1079.5
181214,neutral,54.11,1098.9
191214,neutral,56.52,1097.5
221214,neutral,55.26,1099.3
231214,up,57.12,1099.1
241214,up,55.84,1106.1
251214,up,55.84,1103.2
261214,up,54.73,1102.1
291214,up,53.61,1105.6
301214,up,54.12,1098.8
311214,up,53.27,1095.3
010115,up,53.27,1092.7
020115,up,52.69,1093.6
050115,up,50.04,1111.0
060115,up,47.93,1108.5
070115,up,48.65,1097.3
080115,up,48.79,1097.8
090115,up,48.36,1094.3
120115,up,46.07,1081.8
130115,up,45.89,1081.4
140115,up,48.48,1077.1
150115,up,46.25,1082.0
160115,up,48.69,1075.5
190115,up,48.69,1078.0
200115,up,46.39,1079.1
210115,up,47.78,1086.7
220115,up,46.31,1081.9
230115,up,45.59,1084.7
260115,up,45.15,1084.5
270115,up,46.23,1079.3
280115,up,44.45,1076.7
290115,up,44.53,1084.4
300115,up,48.24,1098.8
020215,up,49.57,1099.0
030215,up,53.05,1098.1
040215,up,48.45,1091.3
050215,up,50.48,1087.6
060215,up,51.69,1084.8
090215,up,52.86,1096.7
100215,up,50.02,1094.1
110215,up,48.84,1097.6
120215,up,51.21,1105.7
130215,up,52.78,1101.2
160215,up,52.78,1095.4
170215,up,53.53,1100.2
180215,up,52.14,1107.3
190215,up,51.16,1107.6
200215,up,50.34,1110.6
230215,up,49.45,1109.1
240215,up,49.28,1107.7
250215,up,50.99,1111.3
260215,up,48.17,1098.68
270215,up,49.76,1100.67
020315,up,49.59,1099.01
030315,up,50.52,1100.59
040315,up,51.53,1094.96
050315,up,50.76,1099.25
060315,up,49.61,1099.89
090315,up,50.0,1108.81
100315,up,48.29,1113.5
110315,up,48.17,1124.86
120315,up,47.05,1128.98
130315,up,44.84,1123.02
160315,neutral,43.88,1136.22
170315,neutral,43.46,1129.0
180315,neutral,44.66,1127.16
190315,neutral,43.96,1109.89
200315,neutral,45.72,1119.3
230315,neutral,47.45,1111.78
240315,down,47.51,1103.43
250315,down,49.21,1101.67
260315,neutral,51.43,1098.98
270315,neutral,48.87,1102.95
300315,neutral,48.68,1101.73
310315,neutral,47.6,1105.5
010415,neutral,50.09,1107.1
020415,neutral,49.14,1097.87
030415,neutral,49.14,1089.12
060415,neutral,52.14,1089.12
070415,neutral,53.98,1089.12
080415,neutral,50.42,1092.32
090415,neutral,50.79,1090.15
100415,neutral,51.64,1093.79
130415,down,51.91,1091.94
140415,down,53.29,1099.89
150415,down,56.39,1090.3
160415,down,56.71,1093.62
170415,down,55.74,1082.59
200415,down,56.38,1081.89
210415,down,55.26,1081.18
220415,down,56.16,1081.32
230415,down,57.74,1083.0
240415,down,57.15,1080.02
270415,down,56.99,1074.38
280415,down,57.06,1067.81
290415,down,58.58,1062.85
300415,down,59.63,1068.97
010515,down,59.15,1075.06
040515,down,58.93,1075.06
050515,down,60.4,1078.75
060515,down,60.93,1079.58
070515,down,58.94,1078.67
080515,down,59.39,1091.89
110515,down,59.25,1085.8
120515,down,60.75,1095.95
130515,down,60.5,1092.38
140515,down,59.88,1091.4
150515,down,59.69,1088.24
180515,down,59.43,1081.84
190515,down,57.26,1088.24
200515,down,58.98,1093.5
210515,down,60.72,1095.41
220515,down,59.72,1091.48
250515,down,59.72,1094.75
260515,down,58.03,1095.75
270515,down,57.51,1105.87
280515,down,57.68,1107.42
290515,down,60.3,1107.0
010615,down,60.2,1111.42
020615,down,61.26,1113.8
030615,down,59.64,1106.53
040615,down,58.0,1105.69
050615,down,59.13,1111.7
080615,down,58.14,1122.3
090615,down,60.14,1117.11
100615,down,61.43,1119.08
110615,down,60.77,1108.72
120615,down,59.96,1110.4
150615,down,59.52,1110.35
160615,down,59.97,1114.53
170615,down,59.92,1116.77
180615,down,60.45,1111.59
190615,down,59.61,1103.25
220615,down,59.68,1101.22
230615,down,61.01,1098.78
240615,down,60.27,1103.97
250615,down,59.7,1107.92
260615,down,59.63,1109.94
290615,down,58.33,1120.9
300615,down,59.47,1118.22
010715,down,56.96,1117.56
020715,down,56.93,1122.93
030715,down,56.93,1120.95
060715,down,52.53,1120.95
070715,down,52.33,1124.23
080715,down,51.65,1132.93
090715,down,52.78,1134.44
100715,down,52.74,1131.03
130715,down,52.2,1129.04
140715,down,53.04,1134.82
150715,down,51.41,1141.37
160715,down,50.91,1144.92
170715,down,50.89,1145.15
200715,down,50.15,1148.11
210715,down,50.36,1154.55
220715,down,49.19,1146.86
230715,down,48.45,1155.53
240715,down,48.14,1160.26
270715,down,47.39,1168.2
280715,neutral,47.98,1165.03
290715,neutral,48.79,1159.52
300715,neutral,48.52,1160.07
310715,neutral,47.12,1170.77
030815,neutral,45.17,1164.64
040815,neutral,45.74,1168.7
050815,neutral,45.15,1167.13
060815,neutral,44.66,1171.94
070815,neutral,43.87,1161.53
100815,neutral,44.96,1161.53
110815,neutral,43.08,1157.05
120815,neutral,43.3,1177.28
130815,neutral,42.23,1173.0
140815,neutral,42.5,1176.45
170815,neutral,41.87,1177.2
180815,neutral,42.62,1181.58
190815,neutral,40.8,1184.45
200815,up,41.14,1181.21
210815,up,40.45,1182.53
240815,up,38.24,1193.57
250815,up,39.31,1189.58
260815,neutral,38.6,1189.16
270815,up,42.56,1181.16
280815,neutral,45.22,1171.99
310815,neutral,49.2,1177.6
010915,up,45.41,1180.95
020915,up,46.25,1177.28
030915,up,46.75,1182.16
040915,up,46.05,1189.12
070915,up,46.05,1199.51
080915,up,45.94,1201.19
090915,neutral,44.15,1193.0
100915,neutral,45.92,1190.34
110915,neutral,44.63,1180.6
140915,neutral,44.0,1180.55
150915,neutral,44.59,1182.0
160915,down,47.15,1176.81
170915,down,46.9,1169.2
180915,down,44.68,1164.89
210915,down,46.68,1171.11
220915,down,45.83,1176.48
230915,neutral,44.48,1182.54
240915,neutral,44.91,1192.41
250915,neutral,45.7,1188.94
280915,neutral,44.43,1191.32
290915,neutral,45.23,1193.81
300915,neutral,45.09,1194.16
011015,neutral,44.74,1183.84
021015,neutral,45.54,1177.1
051015,down,46.26,1171.09
061015,down,48.53,1159.57
071015,down,47.81,1159.32
081015,down,49.43,1156.75
091015,down,49.63,1150.9
121015,down,47.1,1146.01
131015,down,46.66,1142.21
141015,down,46.64,1148.07
151015,down,46.38,1135.75
161015,down,47.26,1121.04
191015,down,45.89,1129.72
201015,down,45.55,1130.37
211015,down,45.2,1129.47
221015,down,45.38,1138.04
231015,down,44.6,1128.67
261015,down,43.98,1134.01
271015,down,43.2,1128.74
281015,down,45.94,1134.02
291015,down,46.06,1143.6
301015,down,46.59,1139.86
021115,down,46.14,1139.16
031115,down,47.9,1136.62
041115,down,46.32,1127.8
051115,down,45.2,1133.16
061115,down,44.29,1136.36
091115,down,43.87,1150.78
101115,down,44.21,1157.11
111115,down,42.93,1157.06
121115,down,41.75,1153.66
131115,down,40.74,1157.26
161115,down,41.74,1168.34
171115,down,40.67,1167.09
181115,down,40.75,1168.5
191115,down,40.54,1164.46
201115,down,40.39,1153.69
231115,down,41.75,1152.62
241115,down,42.87,1157.09
251115,down,43.04,1145.0
261115,down,43.04,1143.05
271115,down,41.71,1146.86
301115,down,41.65,1154.83
011215,down,41.85,1158.24
021215,down,39.94,1153.9
031215,down,41.08,1160.76
041215,down,39.97,1152.27
071215,down,37.65,1161.64
081215,down,37.51,1174.41
091215,down,37.16,1178.59
101215,neutral,36.76,1179.72
111215,neutral,35.62,1177.29
141215,neutral,36.31,1185.58
151215,neutral,37.35,1183.65
161215,down,35.52,1172.74
171215,down,34.95,1170.05
181215,down,34.73,1183.06
211215,down,34.74,1180.43
221215,down,36.14,1173.61
231215,down,37.5,1169.11
241215,down,38.1,1172.16
251215,neutral,38.1,1167.88
281215,neutral,36.81,1167.88
291215,neutral,37.87,1165.85
301215,neutral,36.6,1169.45
311215,neutral,37.04,1175.44
010116,neutral,37.04,1174.11
040116,neutral,36.76,1174.11
050116,neutral,35.97,1187.36
060116,neutral,33.97,1188.72
070116,up,33.27,1198.74
080116,neutral,33.16,1195.39
110116,up,31.41,1205.94
120116,neutral,30.44,1202.72
130116,neutral,30.48,1208.5
140116,neutral,31.2,1210.33
150116,up,29.42,1206.44
180116,up,29.42,1212.81
190116,up,28.46,1208.84
200116,up,26.55,1205.75
210116,up,29.53,1207.25
220116,up,32.19,1202.07
250116,up,30.34,1195.57
260116,up,31.45,1197.36
270116,up,32.3,1196.78
280116,up,33.22,1206.68
290116,up,33.62,1205.63
010216,up,31.62,1206.11
020216,up,29.88,1200.96
030216,up,32.28,1211.5
040216,up,31.72,1199.7
050216,neutral,30.89,1190.85
080216,neutral,29.69,1204.35
090216,neutral,27.94,1202.67
100216,neutral,27.45,1197.15
110216,up,26.21,1187.95
120216,up,29.44,1197.45
150216,up,29.44,1205.0
160216,up,29.04,1211.25
170216,up,30.66,1215.85
180216,neutral,30.77,1224.05
190216,neutral,29.64,1227.4
220216,neutral,31.48,1231.87
230216,neutral,31.87,1220.95
240216,neutral,32.15,1229.95
250216,neutral,33.07,1231.4
260216,neutral,32.78,1232.35
290216,neutral,33.75,1241.13
010316,neutral,34.4,1236.2
020316,neutral,34.66,1225.15
030316,down,34.57,1224.5
040316,neutral,35.92,1210.03
070316,neutral,37.9,1196.5
080316,neutral,36.5,1198.75
090316,neutral,38.29,1208.18
100316,neutral,37.84,1208.15
110316,neutral,38.5,1203.95
140316,neutral,37.18,1185.9
150316,neutral,36.34,1185.75
160316,neutral,38.46,1191.97
170316,neutral,40.2,1175.85
180316,neutral,39.44,1152.75
210316,down,39.91,1162.3
220316,down,41.45,1159.1
230316,down,39.79,1154.8
240316,down,39.46,1166.15
250316,down,39.46,1166.15
280316,down,39.39,1166.15
290316,down,38.28,1166.15
300316,down,38.32,1156.08
310316,down,38.34,1140.23
010416,down,36.79,1140.8
040416,down,35.7,1145.82
050416,down,35.89,1148.63
060416,down,37.75,1158.5
070416,down,37.26,1153.15
080416,neutral,39.72,1156.15
110416,neutral,40.36,1149.5
120416,neutral,42.17,1140.5
130416,down,41.76,1140.05
140416,down,41.5,1143.75
150416,down,40.36,1151.6
180416,down,39.78,1145.1
190416,down,41.08,1141.6
200416,down,42.63,1125.85
210416,down,43.18,1130.1
220416,neutral,43.73,1138.25
250416,neutral,42.64,1147.65
260416,down,44.04,1148.52
270416,neutral,45.33,1144.88
280416,neutral,46.03,1146.1
290416,neutral,45.92,1134.0
020516,neutral,44.78,1143.0
030516,neutral,43.65,1135.5
040516,neutral,43.78,1149.98
050516,neutral,44.32,1164.75
060516,neutral,44.66,1164.5
090516,neutral,43.44,1167.34
100516,neutral,44.66,1173.05
110516,neutral,46.23,1169.33
120516,neutral,46.7,1162.9
130516,neutral,46.21,1167.4
160516,neutral,47.72,1174.9
170516,neutral,48.31,1176.45
180516,up,48.19,1173.33
190516,up,48.16,1186.85
200516,up,47.75,1185.45
230516,up,48.08,1188.46
240516,up,48.62,1181.55
250516,up,49.56,1185.55
260516,up,49.48,1178.85
270516,up,49.33,1177.95
300516,neutral,49.33,1184.25
310516,neutral,49.1,1198.45
010616,neutral,49.01,1187.74
020616,neutral,49.17,1190.15
030616,neutral,48.62,1184.3
060616,neutral,49.69,1161.59
070616,neutral,50.36,1157.9
080616,neutral,51.23,1154.5
090616,neutral,50.56,1150.25
100616,neutral,49.07,1156.2
130616,up,48.88,1169.48
140616,up,48.49,1170.15
150616,up,48.01,1173.39
160616,up,46.21,1166.7
170616,up,47.98,1169.58
200616,neutral,49.37,1168.56
210616,neutral,48.85,1159.35
220616,neutral,49.13,1151.6
230616,neutral,50.11,1149.9
240616,neutral,47.64,1141.26
270616,up,46.33,1170.61
280616,up,47.85,1177.65
290616,up,49.88,1165.38
300616,up,48.33,1152.15
010716,neutral,48.99,1151.25
040716,neutral,48.99,1148.0
050716,neutral,46.6,1151.4
060716,up,47.43,1154.95
070716,up,45.14,1155.25
080716,up,45.41,1155.65
110716,neutral,44.76,1147.71
120716,neutral,46.8,1148.07
130716,neutral,44.75,1141.0
140716,neutral,45.68,1142.65
150716,neutral,45.95,1129.25
180716,neutral,45.24,1136.6
190716,neutral,44.65,1133.05
200716,neutral,44.94,1139.2
210716,neutral,44.75,1140.95
220716,neutral,44.19,1136.05
250716,neutral,43.13,1134.0
260716,neutral,42.92,1141.53
270716,neutral,41.92,1134.55
280716,neutral,41.14,1129.05
290716,neutral,41.6,1123.35
010816,neutral,40.06,1109.95
020816,neutral,39.51,1105.45
030816,neutral,40.83,1111.84
040816,neutral,41.93,1113.45
050816,neutral,41.8,1109.95
080816,down,43.02,1113.35
090816,down,42.77,1104.65
100816,down,41.71,1099.9
110816,down,43.49,1094.25
120816,down,44.49,1095.95
150816,down,45.74,1102.48
160816,down,46.58,1097.36
170816,down,46.79,1094.03
180816,down,48.22,1104.5
190816,down,48.52,1106.96
220816,down,47.05,1117.39
230816,down,48.1,1122.57
240816,down,46.77,1119.39
250816,down,47.33,1119.79
260816,down,47.64,1114.13
290816,down,46.98,1121.75
300816,down,46.35,1118.33
310816,down,44.7,1118.38
010916,down,43.16,1114.44
020916,down,44.44,1116.6
050916,down,44.44,1114.85
060916,down,44.83,1103.43
070916,down,45.5,1094.59
080916,down,47.62,1088.8
090916,down,45.88,1097.39
120916,down,46.29,1103.6
130916,down,44.9,1107.46
140916,down,43.58,1126.53
150916,neutral,43.91,1125.75
160916,neutral,43.03,1123.6
190916,neutral,43.3,1124.9
200916,neutral,43.44,1118.44
210916,neutral,45.34,1116.15
220916,down,46.32,1104.37
230916,down,44.48,1101.99
260916,down,45.93,1101.8
270916,down,44.67,1107.46
280916,down,47.05,1095.9
290916,down,47.83,1091.08
300916,down,48.24,1101.62
031016,down,48.81,1102.15
041016,down,48.69,1103.24
051016,down,49.83,1115.36
061016,down,50.44,1113.18
071016,down,49.81,1114.89
101016,down,49.81,1115.85
111016,neutral,50.79,1106.62
121016,neutral,50.18,1123.68
131016,neutral,50.44,1123.81
141016,neutral,50.35,1128.12
171016,neutral,49.94,1136.05
181016,neutral,50.29,1135.63
191016,neutral,51.6,1124.62
201016,neutral,50.43,1119.61
211016,neutral,50.85,1130.23
241016,neutral,50.52,1135.6
251016,neutral,49.96,1134.38
261016,neutral,49.18,1129.1
271016,neutral,49.72,1137.33
281016,neutral,48.7,1146.52
311016,neutral,46.86,1146.7
011116,neutral,46.67,1143.33
021116,up,45.34,1145.47
031116,up,44.66,1145.17
041116,up,44.07,1143.42
071116,up,44.89,1141.45
081116,neutral,44.98,1140.55
091116,up,45.27,1127.86
101116,neutral,44.66,1156.28
111116,up,44.66,1164.95
141116,up,43.32,1164.4
151116,up,45.81,1167.76
161116,up,45.57,1166.69
171116,up,45.42,1169.07
181116,up,45.69,1179.15
211116,up,47.49,1180.75
221116,up,48.03,1179.18
231116,up,47.96,1167.93
241116,up,47.96,1180.86
251116,up,46.06,1181.05
281116,up,47.08,1172.7
291116,up,45.23,1169.71
301116,up,49.44,1167.86
011216,up,51.06,1178.13
021216,up,51.68,1167.7
051216,up,51.79,1169.6
061216,up,50.93,1166.99
071216,up,49.77,1170.55
081216,neutral,50.84,1157.5
091216,neutral,51.5,1162.25
121216,neutral,52.83,1169.95
131216,neutral,52.98,1164.65
141216,neutral,51.04,1163.59
151216,neutral,50.9,1179.16
161216,neutral,51.9,1184.43
191216,neutral,52.12,1186.0
201216,up,52.23,1186.95
211216,up,52.49,1191.47
221216,up,52.95,1193.35
231216,up,53.02,1205.1
261216,up,53.02,1199.55
271216,up,53.9,1199.55
281216,up,54.06,1206.48
291216,up,53.77,1210.34
301216,up,53.72,1205.29
020117,up,53.72,1205.45
030117,up,52.33,1202.93
040117,up,53.26,1206.01
050117,up,53.76,1194.48
060117,up,53.99,1180.63
090117,up,51.96,1201.1
100117,up,50.82,1202.52
110117,up,52.25,1200.6
120117,neutral,53.01,1187.16
130117,neutral,52.37,1174.72
160117,neutral,52.37,1174.05
170117,neutral,52.48,1182.17
180117,neutral,51.08,1160.03
190117,neutral,51.37,1176.79
200117,neutral,52.42,1173.75
230117,neutral,52.75,1173.3
240117,up,53.18,1162.65
250117,neutral,52.75,1168.03
260117,neutral,53.78,1161.26
270117,neutral,53.17,1170.67
300117,up,52.63,1177.6
310117,up,52.81,1169.21
010217,up,53.88,1149.25
020217,up,53.54,1151.95
030217,up,53.83,1142.7
060217,up,53.01,1137.76
070217,up,52.17,1132.71
080217,up,52.34,1142.1
090217,up,53.0,1144.62
100217,up,53.86,1149.91
130217,up,52.93,1145.18
140217,up,53.2,1148.7
150217,up,53.11,1137.96
160217,up,53.36,1133.1
170217,up,53.4,1141.08
200217,up,53.4,1149.6
210217,up,54.06,1143.96
220217,up,53.59,1141.18
230217,up,54.45,1137.95
240217,up,53.99,1131.81
270217,up,54.05,1130.45
280217,up,54.01,1133.94
010317,up,53.83,1136.79
020317,up,52.61,1139.57
030317,up,53.33,1149.9
060317,up,53.2,1151.97
070317,up,53.14,1154.25
080317,up,50.28,1149.41
090317,up,49.28,1153.62
100317,up,48.49,1159.28
130317,up,48.4,1145.96
140317,up,47.72,1147.55
150317,up,48.86,1148.22
160317,up,48.75,1127.4
170317,up,48.78,1127.01
200317,up,48.22,1126.65
210317,up,47.34,1113.75
220317,up,48.04,1122.78
230317,up,47.7,1116.41
240317,up,47.97,1121.23
270317,up,47.73,1116.14
280317,up,48.37,1111.1
290317,up,49.51,1115.5
300317,up,50.35,1109.95
310317,up,50.6,1117.02
030417,up,50.24,1115.16
040417,up,51.03,1116.23
050417,up,51.15,1124.1
060417,up,51.7,1127.1
070417,up,52.24,1130.0
100417,up,53.08,1136.0
110417,up,53.4,1142.03
120417,up,53.11,1144.59
130417,up,53.18,1133.43
140417,up,53.18,1135.0
170417,up,52.65,1135.36
180417,up,52.41,1131.8
190417,up,50.44,1141.68
200417,up,50.27,1141.89
210417,up,49.62,1137.11
240417,up,49.23,1133.71
250417,up,49.56,1133.84
260417,up,49.62,1125.47
270417,up,48.97,1131.8
280417,up,49.33,1129.94
010517,up,48.84,1135.64
020517,up,47.66,1136.26
030517,up,47.82,1127.76
040517,up,45.52,1132.91
050517,up,46.22,1134.94
080517,up,46.43,1133.72
090517,up,45.88,1132.65
100517,up,47.33,1137.86
110517,neutral,47.83,1130.04
120517,up,47.84,1123.16
150517,up,48.85,1123.1
160517,up,48.66,1117.43
170517,neutral,49.07,1115.0
180517,neutral,49.35,1120.95
190517,neutral,50.33,1128.41
220517,neutral,50.73,1117.01
230517,neutral,51.47,1114.78
240517,neutral,51.36,1124.57
250517,neutral,48.9,1118.38
260517,neutral,49.8,1119.56
290517,neutral,49.8,1118.75
300517,neutral,49.66,1122.84
310517,neutral,48.32,1123.9
010617,neutral,48.36,1119.02
020617,neutral,47.66,1121.04
050617,neutral,47.4,1117.45
060617,down,48.19,1116.95
070617,neutral,45.72,1117.46
080617,down,45.64,1123.14
090617,down,45.83,1121.51
120617,down,46.08,1124.1
130617,down,46.46,1130.49
140617,down,44.73,1126.55
150617,down,44.46,1118.9
160617,down,44.74,1129.94
190617,down,44.2,1131.14
200617,down,43.23,1135.73
210617,neutral,42.53,1140.85
220617,neutral,42.74,1142.5
230617,neutral,43.01,1139.05
260617,neutral,43.38,1133.45
270617,neutral,44.24,1133.08
280617,neutral,44.74,1139.96
290617,neutral,44.93,1137.7
300617,neutral,46.04,1146.14
030717,down,47.07,1144.81
040717,down,47.07,1149.58
050717,down,45.13,1149.2
060717,down,45.52,1152.85
070717,neutral,44.23,1156.37
100717,neutral,44.4,1153.81
110717,down,45.04,1153.81
120717,neutral,45.49,1147.97
130717,down,46.08,1137.12
140717,down,46.54,1136.63
170717,down,46.02,1127.51
180717,neutral,46.4,1127.66
190717,neutral,47.12,1124.27
200717,neutral,46.79,1123.5
210717,neutral,45.77,1120.56
240717,neutral,46.34,1116.11
250717,neutral,47.89,1113.9
260717,neutral,48.75,1119.24
270717,neutral,49.04,1111.85
280717,neutral,49.71,1115.51
310717,neutral,50.17,1124.05
010817,neutral,49.16,1118.73
020817,neutral,49.59,1120.37
030817,neutral,49.03,1122.1
040817,up,49.58,1127.25
070817,up,49.39,1127.2
080817,up,49.17,1125.35
090817,up,49.56,1126.07
100817,up,48.59,1138.23
110817,up,48.82,1143.52
140817,up,47.59,1141.46
150817,up,47.55,1138.92
160817,up,46.78,1135.18
170817,up,47.09,1134.8
180817,up,48.51,1140.48
210817,up,47.37,1139.06
220817,up,47.64,1137.93
230817,up,48.41,1131.16
240817,up,47.43,1125.45
250817,up,47.87,1127.28
280817,up,46.57,1120.8
290817,up,46.44,1118.01
300817,up,45.96,1124.14
310817,up,47.23,1123.33
010917,up,47.29,1123.54
040917,up,47.29,1118.95
050917,up,48.66,1132.13
060917,up,49.16,1131.65
070917,up,49.09,1131.52
080917,up,47.48,1127.03
110917,up,48.07,1132.87
120917,up,48.23,1129.43
130917,up,49.3,1127.6
140917,neutral,49.89,1130.13
150917,neutral,49.89,1133.18
180917,neutral,49.91,1133.3
190917,neutral,49.48,1128.82
200917,neutral,50.41,1130.36
210917,neutral,50.55,1131.18
220917,neutral,50.66,1130.35
250917,up,52.22,1132.11
260917,up,51.88,1133.82
270917,up,52.14,1136.72
280917,neutral,51.56,1145.28
290917,neutral,51.67,1145.94
021017,neutral,50.58,1144.66
031017,neutral,50.42,1142.3
041017,neutral,49.98,1141.97
051017,neutral,50.79,1142.3
061017,neutral,49.29,1141.98
091017,neutral,49.58,1143.7
101017,neutral,50.92,1142.82
111017,neutral,51.3,1133.86
121017,down,50.6,1131.49
131017,neutral,51.45,1132.06
161017,neutral,51.87,1126.3
171017,neutral,51.88,1127.08
181017,neutral,52.04,1129.94
191017,neutral,51.29,1131.4
201017,neutral,51.47,1127.89
231017,neutral,51.9,1133.76
241017,neutral,52.47,1129.02
251017,neutral,52.18,1129.73
261017,neutral,52.64,1126.47
271017,neutral,53.9,1128.49
301017,neutral,54.15,1125.46
311017,neutral,54.38,1123.45
011117,down,54.3,1117.73
021117,neutral,54.54,1109.95
031117,neutral,55.64,1111.71
061117,neutral,57.35,1114.8
071117,neutral,57.2,1113.75
081117,neutral,56.81,1112.52
091117,neutral,57.17,1113.11
101117,down,56.74,1116.85
131117,down,56.76,1118.31
141117,down,55.7,1119.46
151117,down,55.33,1115.77
161117,down,55.14,1115.77
171117,down,56.55,1096.39
201117,down,56.09,1092.56
211117,down,56.83,1096.0
221117,down,58.02,1091.26
231117,down,58.02,1085.31
241117,down,58.95,1082.59
271117,down,58.11,1084.95
281117,down,57.99,1090.06
291117,down,57.3,1083.45
301117,down,57.4,1080.66
011217,down,58.36,1087.23
041217,down,57.47,1082.51
051217,down,57.62,1085.23
061217,down,55.96,1085.23
071217,down,56.69,1092.57
081217,down,57.36,1092.44
111217,down,57.99,1091.82
121217,down,57.14,1087.83
131217,down,56.6,1091.26
141217,down,57.04,1084.18
151217,down,57.3,1087.82
181217,neutral,57.16,1089.03
191217,neutral,57.46,1085.38
201217,neutral,58.09,1084.2
211217,neutral,58.36,1079.96
221217,neutral,58.47,1080.21
251217,neutral,58.47,1077.11
261217,neutral,59.97,1076.36
271217,neutral,59.64,1075.04
281217,neutral,59.84,1073.55
291217,down,60.42,1069.49
010118,down,60.42,1066.07
020118,down,60.37,1065.22
030118,down,61.63,1062.54
040118,down,62.01,1063.94
050118,down,61.44,1061.08
080118,down,61.73,1060.5
090118,down,62.96,1067.69
100118,down,63.57,1071.74
110118,down,63.8,1069.67
120118,down,64.3,1065.14
150118,down,64.3,1055.8
160118,down,63.73,1061.82
170118,down,63.97,1062.46
180118,down,63.95,1066.56
190118,down,63.37,1069.69
220118,down,63.49,1066.36
230118,down,64.47,1068.81
240118,down,65.61,1072.76
250118,down,65.51,1064.4
260118,down,66.14,1064.89
290118,down,65.56,1063.13
300118,down,64.5,1069.79
310118,down,64.73,1072.54
010218,down,65.8,1069.02
020218,down,65.45,1071.18
050218,neutral,64.15,1090.01
060218,neutral,63.39,1093.3
070218,up,61.79,1079.26
080218,neutral,61.15,1089.42
090218,up,59.2,1095.86
120218,neutral,59.29,1083.17
130218,neutral,59.19,1082.61
140218,neutral,60.6,1083.77
150218,neutral,61.34,1070.01
160218,neutral,61.68,1063.07
