날짜,레이블,WTI,환율,VIX,PBR,통화량,기준금리,소비자물가지수,수입금액지수,수출금액지수,경제심리지수,경기종합지수,실업률,고용률,한국경제성장률,미국경제성장률,OBV,ADI,EOM,MFI,MACD,ADX,RSI,ATR,ev_ebitda
2016-02-01,up,31.62,1206.11,19.98,0.91,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555684797.0,-838.0,1572.2,50.68,-0.91,20.5,59.94,6.79,0.158047795
2016-02-02,up,29.88,1200.96,21.98,0.91,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555688987.0,-109.65,7650.13,49.36,-1.36,21.65,59.65,6.99,0.157198382
2016-02-03,up,32.28,1211.5,21.65,0.89,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555692467.0,-2262.86,-3385.45,48.31,-1.79,22.75,55.32,6.88,0.162000457
2016-02-04,neutral,31.72,1199.7,21.84,0.91,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555688177.0,413.82,-1413.66,49.47,-1.78,22.75,62.68,6.94,0.155522392
2016-02-05,neutral,30.89,1190.85,23.38,0.91,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555682847.0,-107.17,6214.23,50.9,-2.26,23.14,58.54,6.98,0.154902544
2016-02-11,up,26.21,1187.95,28.14,0.88,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555686866.0,-3549.62,4764.59,49.88,-2.94,24.03,40.76,6.59,0.162907384
2016-02-12,up,29.44,1197.45,25.4,0.87,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555690636.0,230.35,-12395.18,48.99,-2.69,23.16,37.42,6.64,0.162000457
2016-02-16,up,29.04,1211.25,24.11,0.89,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555689996.0,1600.73,-482.12,49.14,-2.2,21.91,39.65,6.5,0.153072296
2016-02-17,up,30.66,1215.85,22.31,0.89,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555686396.0,1067.5,-17805.71,49.85,-2.16,21.97,41.5,6.57,0.154902544
2016-02-18,neutral,30.77,1224.05,21.64,0.92,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555683176.0,4939.16,52.78,50.46,-2.1,22.04,47.94,6.01,0.145799995
2016-02-19,neutral,29.64,1227.4,20.53,0.92,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555688136.0,574.2,3577.16,49.55,-2.91,23.38,52.78,6.11,0.14561666
2016-02-22,neutral,31.48,1231.87,19.38,0.91,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555691166.0,-20.2,-1136.17,49.02,-3.68,25.0,52.24,6.2,0.148587028
2016-02-23,neutral,31.87,1220.95,20.98,0.9,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555693866.0,-2577.35,7606.66,48.58,-4.26,26.35,49.01,6.37,0.1489654
2016-02-24,neutral,32.15,1229.95,20.72,0.88,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555696976.0,-5682.05,2106.32,48.1,-4.87,28.03,45.29,6.01,0.152471786
2016-02-25,neutral,33.07,1231.4,19.11,0.88,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555705556.0,-2710.66,25.73,46.86,-4.78,28.64,38.09,5.83,0.154082331
2016-02-26,neutral,32.78,1232.35,19.81,0.88,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555711706.0,-9744.76,251.21,46.01,-4.5,28.21,36.6,5.8,0.153473886
2016-02-29,neutral,33.75,1241.13,20.55,0.88,2286221.2,1.5,95.64,80.49,81.83,94.0,99.4,3.9,60.5,0.3,0.6,-555724496.0,-7450.0,-1097.88,44.28,-4.09,27.27,35.39,5.92,0.153473886
2016-03-02,neutral,34.66,1225.15,17.09,0.89,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555717046.0,-768.91,-2067.87,45.06,-3.41,25.76,33.66,6.07,0.14802113
2016-03-03,neutral,34.57,1224.5,16.7,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555713996.0,5417.14,-2135.0,45.36,-2.9,24.59,33.95,6.06,0.142590526
2016-03-04,neutral,35.92,1210.03,16.86,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555707756.0,2505.45,-3717.17,45.97,-2.75,23.5,34.2,6.01,0.145255088
2016-03-07,neutral,37.9,1196.5,17.35,0.92,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555704576.0,-36.4,-626.32,46.26,-2.69,22.87,38.17,6.09,0.143644533
2016-03-08,neutral,36.5,1198.75,18.67,0.93,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555701506.0,2393.14,-178.11,46.53,-2.71,22.94,38.21,6.27,0.143644533
2016-03-09,neutral,38.29,1208.18,18.34,0.92,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555704236.0,1091.41,-2137.42,46.27,-2.95,23.03,35.73,6.45,0.144177402
2016-03-10,neutral,37.84,1208.15,18.05,0.93,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555701366.0,2652.06,2118.05,46.49,-3.11,23.26,37.04,6.53,0.142766316
2016-03-11,neutral,38.5,1203.95,16.5,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555704346.0,-2018.14,7455.47,46.24,-3.62,23.8,28.43,6.58,0.14561666
2016-03-14,neutral,37.18,1185.9,16.92,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555706666.0,-1690.0,1965.21,46.06,-3.64,24.14,35.27,6.46,0.146349006
2016-03-15,neutral,36.34,1185.75,16.84,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555704976.0,391.05,2696.23,46.16,-3.31,23.38,38.9,6.62,0.146349006
2016-03-16,neutral,38.46,1191.97,14.99,0.89,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555706766.0,-13240.62,-1157.2,46.05,-3.01,22.13,33.09,6.64,0.160661117
2016-03-17,down,40.2,1175.85,14.44,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555690926.0,-31.4,-1439.67,46.88,-2.07,20.79,34.71,6.55,0.154902544
2016-03-18,down,39.44,1152.75,14.02,0.92,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555679906.0,-5031.97,-6.96,47.45,-1.4,19.72,38.46,6.51,0.151677047
2016-03-21,down,39.91,1162.3,13.79,0.91,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555688676.0,-1866.85,-2054.48,46.97,-0.69,19.28,37.96,6.83,0.152668693
2016-03-22,down,41.45,1159.1,14.17,0.93,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555683026.0,9457.74,-3376.81,47.23,0.22,18.81,43.73,6.76,0.146534191
2016-03-23,down,39.79,1154.8,14.94,0.95,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555673306.0,10005.54,-926.94,47.65,0.76,18.6,39.18,6.45,0.146716051
2016-03-24,down,39.46,1166.15,14.74,0.95,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555656266.0,7321.02,-598.55,48.36,0.93,19.21,35.87,6.34,0.145799995
2016-03-28,neutral,39.39,1166.15,15.24,0.95,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555655146.0,5272.5,-2597.89,48.35,1.28,21.97,46.78,6.68,0.142590526
2016-03-29,down,38.28,1166.15,13.82,0.96,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555649066.0,1294.88,-781.31,48.56,1.37,23.61,40.99,6.74,0.143115589
2016-03-30,down,38.32,1156.08,13.56,0.96,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555643326.0,2671.86,-74.27,48.75,1.34,24.4,46.95,6.97,0.138528148
2016-03-31,down,38.34,1140.23,13.95,0.96,2294354.5,1.5,95.393,91.9,97.98,93.9,99.4,3.8,60.4,0.3,0.6,-555648906.0,60.56,2927.64,48.57,1.08,24.88,42.39,7.27,0.138362634
2016-04-01,down,36.79,1140.8,13.1,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555653226.0,-6340.0,6265.28,48.44,0.8,25.39,40.86,7.12,0.144895307
2016-04-04,down,35.7,1145.82,14.12,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555659566.0,-897.59,740.88,48.26,1.14,26.12,38.09,6.95,0.147647533
2016-04-05,down,35.89,1148.63,15.42,0.93,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555663676.0,-4562.42,-114.41,48.15,1.7,28.1,35.58,7.15,0.147459525
2016-04-06,down,37.75,1158.5,14.09,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555656946.0,3472.93,-1215.4,48.3,2.55,30.03,39.42,7.35,0.144357128
2016-04-07,neutral,37.26,1153.15,16.16,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555661426.0,850.41,602.12,48.2,3.19,32.12,33.69,7.45,0.147459525
2016-04-08,neutral,39.72,1156.15,15.36,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555655126.0,4200.82,-1632.32,48.33,4.09,34.43,31.56,7.75,0.145799995
2016-04-11,down,40.36,1149.5,16.26,0.94,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555649746.0,5853.68,-2276.98,48.42,5.14,37.03,42.26,7.93,0.146902167
2016-04-12,down,42.17,1140.5,14.85,0.97,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555640446.0,8920.0,-5708.4,48.58,6.26,39.42,49.37,7.65,0.141555406
2016-04-14,down,41.5,1143.75,13.72,0.98,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555631526.0,9092.94,477.58,48.73,6.72,41.3,61.99,7.29,0.141555406
2016-04-15,down,40.36,1151.6,13.62,0.97,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555642146.0,-7382.62,3978.94,48.55,6.76,41.47,62.98,7.41,0.145437513
2016-04-18,down,39.78,1145.1,13.35,0.96,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555652356.0,4558.12,-6598.85,48.4,7.26,41.68,59.1,7.38,0.14802113
2016-04-19,down,41.08,1141.6,13.24,0.98,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555645726.0,665.13,-339.41,48.48,8.0,42.77,68.45,7.08,0.144357128
2016-04-20,neutral,42.63,1125.85,13.28,0.97,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555656136.0,-6871.03,2592.94,48.35,8.13,41.63,66.63,7.11,0.147459525
2016-04-21,down,43.18,1130.1,13.95,0.99,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555649106.0,6090.0,1948.93,48.43,8.54,40.41,69.55,7.04,0.14561666
2016-04-22,neutral,43.73,1138.25,13.22,0.97,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555655196.0,-1756.92,-1725.84,48.36,8.48,39.42,67.74,7.14,0.14783217
2016-04-25,neutral,42.64,1147.65,14.08,0.98,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555649996.0,-2306.77,1338.37,48.41,8.86,38.63,72.18,7.35,0.144357128
2016-04-26,down,44.04,1148.52,13.96,0.98,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555644426.0,2628.37,-263.28,48.46,9.06,37.38,74.07,7.46,0.145437513
2016-04-27,down,45.33,1144.88,13.77,0.98,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555649546.0,-845.57,-2265.04,48.41,9.1,36.27,77.4,7.77,0.149538555
2016-04-28,neutral,46.03,1146.1,15.22,0.99,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555645606.0,3831.66,-1254.83,48.45,9.08,34.77,79.47,7.87,0.146349006
2016-04-29,neutral,45.92,1134.0,15.7,1.0,2302115.2,1.5,95.573,89.54,92.4,94.1,99.3,3.6,60.3,1.2,0.3,-555639546.0,5273.58,1509.54,48.49,8.35,32.24,85.85,7.89,0.14507312
2016-05-02,neutral,44.78,1143.0,14.68,1.1,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555646546.0,-4749.47,5135.31,48.44,6.89,29.52,84.59,7.69,0.149921794
2016-05-03,neutral,43.65,1135.5,15.6,1.1,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555651496.0,-4195.34,10073.18,48.4,5.87,26.65,77.41,7.54,0.150698199
2016-05-04,neutral,43.78,1149.98,16.05,1.06,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555657036.0,-7865.73,9330.28,48.37,4.54,23.83,72.94,6.85,0.159343742
2016-05-09,neutral,43.44,1167.34,14.57,1.04,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555666406.0,-6465.42,1613.38,48.32,3.9,21.3,63.45,6.1,0.164977177
2016-05-10,neutral,44.66,1173.05,13.63,1.05,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555658956.0,5003.29,206.86,48.35,3.75,19.67,64.32,6.05,0.161328007
2016-05-11,neutral,46.23,1169.33,14.69,1.03,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555664026.0,-3451.86,3290.63,48.33,3.22,18.45,58.66,6.22,0.164279841
2016-05-12,neutral,46.7,1162.9,14.41,1.03,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555669856.0,1109.51,-2541.67,48.3,2.89,17.13,61.17,6.19,0.163362315
2016-05-13,neutral,46.21,1167.4,15.04,1.04,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555666496.0,3564.72,1022.98,48.31,2.45,16.37,65.59,6.29,0.164747264
2016-05-16,neutral,47.72,1174.9,14.68,1.04,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555675396.0,1522.88,902.04,48.28,1.64,14.84,63.82,6.49,0.164747264
2016-05-17,up,48.31,1176.45,15.57,1.02,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555680686.0,-5953.63,3328.15,48.26,0.85,13.57,52.26,6.55,0.165448582
2016-05-18,up,48.19,1173.33,15.95,1.01,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555686806.0,-296.24,5845.87,48.24,0.27,12.29,50.8,6.54,0.168554582
2016-05-19,up,48.16,1186.85,16.33,0.98,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555690636.0,-4567.6,1051.43,48.23,-0.31,11.75,38.67,6.21,0.177802532
2016-05-20,up,47.75,1185.45,15.2,0.99,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555682576.0,3488.45,340.68,48.25,-0.15,11.79,39.32,5.92,0.171276487
2016-05-23,up,48.08,1188.46,15.82,0.98,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555686466.0,-3154.82,4649.46,48.24,-0.36,12.69,43.22,6.02,0.175135494
2016-05-24,up,48.62,1181.55,14.42,0.97,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555691996.0,-4730.84,-1871.6,48.23,-0.2,13.65,41.79,5.8,0.180276719
2016-05-25,up,49.56,1185.55,13.9,0.99,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555686036.0,1437.5,-178.09,48.24,0.43,13.28,53.28,5.81,0.176195932
2016-05-26,up,49.48,1178.85,13.43,0.98,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555690636.0,-476.19,-1717.8,48.23,0.71,13.38,55.22,5.87,0.176195932
2016-05-27,up,49.33,1177.95,13.12,1.0,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555686136.0,2963.37,-2285.46,48.24,1.13,13.69,61.76,5.91,0.176458936
2016-05-31,neutral,49.1,1198.45,14.19,1.01,2319116.0,1.5,95.63,89.58,93.55,94.4,99.3,3.6,60.4,1.2,0.3,-555676236.0,6540.0,3.21,48.25,1.26,15.01,60.82,5.96,0.170525003
2016-06-01,neutral,49.01,1187.74,14.2,1.0,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555682776.0,-2606.67,2433.26,48.24,1.02,15.65,50.94,6.09,0.172799501
2016-06-02,neutral,49.17,1190.15,13.63,0.99,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555685996.0,-3620.16,-12.04,48.24,1.02,16.51,49.52,6.2,0.174871028
2016-06-03,neutral,48.62,1184.3,13.47,0.99,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555692406.0,-2233.9,-1718.36,48.23,1.23,17.37,61.76,6.52,0.174871028
2016-06-07,neutral,50.36,1157.9,14.05,1.02,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555688226.0,3673.57,-2959.82,48.24,1.52,18.3,70.89,6.48,0.167105162
2016-06-08,neutral,51.23,1154.5,14.08,1.02,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555692676.0,3854.02,-2607.28,48.23,1.21,19.3,67.31,6.39,0.168800274
2016-06-09,neutral,50.56,1150.25,14.64,1.02,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555687936.0,-5415.35,-442.07,48.24,0.82,20.38,63.08,6.61,0.170029365
2016-06-10,neutral,49.07,1156.2,17.03,1.03,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555680366.0,7454.03,740.14,48.24,0.25,20.89,64.53,6.71,0.169288762
2016-06-13,up,48.88,1169.48,20.97,1.01,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555690636.0,-6347.48,3227.84,48.23,-0.84,20.95,55.75,6.68,0.173311444
2016-06-14,up,48.49,1170.15,20.5,0.99,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555697236.0,-5735.29,4143.04,48.23,-1.54,21.25,52.24,6.52,0.174871028
2016-06-15,neutral,48.01,1173.39,20.14,0.98,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555703626.0,-2622.57,955.97,48.22,-2.08,22.3,48.48,6.37,0.17672823
2016-06-16,neutral,46.21,1166.7,19.37,0.97,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555710996.0,-3622.96,647.03,48.22,-2.34,23.32,50.53,6.46,0.178895615
2016-06-17,neutral,47.98,1169.58,19.41,0.97,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555717266.0,-2455.79,-3249.46,48.21,-2.39,24.07,47.47,6.6,0.178895615
2016-06-20,neutral,49.37,1168.56,18.37,0.99,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555711896.0,2656.9,-285.67,48.22,-2.31,24.88,57.61,6.56,0.175135494
2016-06-21,neutral,48.85,1159.35,18.48,0.98,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-555716586.0,-2182761.9,-0.84,48.21,-2.72,26.48,51.72,6.75,0.179722864
2016-06-22,neutral,49.13,1151.6,21.17,1.0,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-550126586.0,5802837.57,0.16,51.12,-3.08,28.47,52.85,6.86,0.171530183
2016-06-23,neutral,50.11,1149.9,17.25,1.0,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-557376586.0,2303253.59,4.28,47.25,-3.97,30.57,50.81,7.0,0.1695366
2016-06-24,up,47.64,1141.26,25.76,0.95,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-561636586.0,-13789542.48,12.75,44.87,-4.93,32.88,31.45,6.45,0.180002221
2016-06-27,up,46.33,1170.61,23.85,0.95,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-578076586.0,6579550.17,-1.66,34.61,-4.75,35.37,30.49,5.53,0.18196479
2016-06-28,up,47.85,1177.65,18.75,0.95,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-570186586.0,5069920.42,-5.48,37.64,-4.31,33.58,31.18,5.35,0.17672823
2016-06-29,up,49.88,1165.38,16.64,0.97,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-562946586.0,3414592.03,-4.77,40.69,-3.94,31.78,41.19,4.96,0.175661394
2016-06-30,neutral,48.33,1152.15,15.63,0.98,2334288.3,1.25,95.611,91.68,97.17,94.9,99.3,3.5,60.5,1.2,0.3,-556676586.0,-4084370.58,-0.46,43.6,-3.82,30.62,42.14,4.86,0.174871028
2016-07-01,neutral,48.99,1151.25,14.77,0.99,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-549546586.0,1784431.49,-0.37,47.22,-3.84,30.16,41.17,4.69,0.171276487
2016-07-05,neutral,46.6,1151.4,15.58,0.99,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-547426586.0,3223744.86,1.41,48.34,-4.46,30.13,37.53,4.85,0.172290572
2016-07-06,up,47.43,1154.95,14.96,0.97,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-551036586.0,-1904448.16,-2.03,46.32,-4.77,29.35,26.59,4.88,0.177535511
2016-07-07,neutral,45.14,1155.25,14.76,0.98,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-545906586.0,-4440902.26,1.95,48.81,-4.66,28.39,25.87,4.8,0.177535511
2016-07-08,up,45.41,1155.65,13.2,0.97,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-551426586.0,-1718924.49,-2.21,45.88,-4.64,27.93,13.17,4.7,0.182820736
2016-07-11,neutral,44.76,1147.71,13.54,0.98,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-546316586.0,2227853.66,-1.02,48.22,-4.17,26.13,19.35,4.65,0.18083976
2016-07-12,neutral,46.8,1148.07,13.55,0.99,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-542126586.0,8901284.21,-1.89,50.2,-3.9,24.78,23.6,4.6,0.179444374
2016-07-13,neutral,44.75,1141.0,13.04,1.0,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-532316586.0,-4039900.99,0.35,55.16,-3.87,23.47,35.06,4.55,0.176458936
2016-07-14,neutral,45.68,1142.65,12.82,1.0,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-538406586.0,-2374551.72,0.49,52.42,-3.85,23.04,39.05,4.67,0.174087744
2016-07-15,neutral,45.95,1129.25,12.67,1.0,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-543396586.0,-3600961.54,-0.2,50.1,-3.74,22.24,34.38,4.79,0.171784633
2016-07-18,neutral,45.24,1136.6,12.44,1.0,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-538046586.0,2180869.57,0.39,52.64,-3.45,20.82,32.02,5.0,0.172290572
2016-07-19,down,44.65,1133.05,11.97,0.99,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-543326586.0,-3920958.9,0.25,50.33,-3.21,19.31,26.24,5.13,0.174349843
2016-07-20,neutral,44.94,1139.2,11.77,1.0,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-537236586.0,3436216.22,-1.5,53.09,-2.61,17.57,26.51,5.24,0.176458936
2016-07-21,neutral,44.75,1140.95,12.74,1.01,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-530716586.0,6627529.41,-0.96,56.17,-1.96,15.38,34.55,5.19,0.176458936
2016-07-22,neutral,44.19,1136.05,12.02,1.02,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-523336586.0,3733321.43,-1.92,59.86,-1.47,13.6,40.03,5.13,0.172290572
2016-07-25,neutral,43.13,1134.0,12.87,1.02,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-528926586.0,-2670779.22,0.29,57.89,-1.19,11.89,34.35,5.1,0.172547285
2016-07-26,neutral,42.92,1141.53,13.05,1.03,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-524356586.0,7054285.71,-1.88,60.14,-0.74,10.76,37.89,5.31,0.174087744
2016-07-27,neutral,41.92,1134.55,12.83,1.04,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-516126586.0,1212121.21,-0.81,64.32,-0.34,9.54,41.79,5.25,0.166869284
2016-07-28,neutral,41.14,1129.05,12.72,1.06,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-503626586.0,10480815.6,-0.25,71.42,-0.09,9.21,51.99,5.07,0.15977896
2016-07-29,neutral,41.6,1123.35,11.87,1.06,2350603.7,1.25,95.431,91.31,95.86,95.4,99.4,3.6,60.5,0.4,0.6,-514296586.0,6307839.72,-0.05,68.63,-0.35,9.36,42.06,5.03,0.15848038
